Year,Term,YearTerm,Subject,Number,Name,Description,Credit Hours,Section Info,Degree Attributes,Schedule Information,CRN,Section,Status Code,Part of Term,Section Title,Section Credit Hours,Section Status,Enrollment Status,Type,Type Code,Start Time,End Time,Days of Week,Room,Building,Instructors
2024,Fall,2024-fa,ACCY,410,Advanced Financial Reporting,"Current authoritative accounting standards and applications to accounting practice. Topics do not represent the full range of financial reporting issues, but are selected based on relevance of the underlying business transaction, complexity of the topic, consistency of applicable standard with underlying reporting concepts, and transferability of the standard to other accounting issues. 3 undergraduate hours. 3 or 4 graduate hours. Credit is not given toward graduation for both ACCY 410 and ACCY 506 or ACCY 532. Prerequisite: ACCY 303 or consent of department.",3 OR 4 hours.,3 undergraduate hours. 3 or 4 graduate hours. Credit is not given toward graduation for both ACCY 410 and ACCY 506 or ACCY 532. Prerequisite: ACCY 303 or consent of department.,,,62731,E3,A,1,,3 hours,A,Closed,Lecture-Discussion,LCD,03:30 PM,04:50 PM,MW,1025,Business Instructional Fac,"Ibrahim, A"
2024,Fall,2024-fa,ACCY,410,Advanced Financial Reporting,"Current authoritative accounting standards and applications to accounting practice. Topics do not represent the full range of financial reporting issues, but are selected based on relevance of the underlying business transaction, complexity of the topic, consistency of applicable standard with underlying reporting concepts, and transferability of the standard to other accounting issues. 3 undergraduate hours. 3 or 4 graduate hours. Credit is not given toward graduation for both ACCY 410 and ACCY 506 or ACCY 532. Prerequisite: ACCY 303 or consent of department.",3 OR 4 hours.,3 undergraduate hours. 3 or 4 graduate hours. Credit is not given toward graduation for both ACCY 410 and ACCY 506 or ACCY 532. Prerequisite: ACCY 303 or consent of department.,,,64657,E4,A,1,,4 hours,A,CrossListOpen (Restricted),Lecture-Discussion,LCD,03:30 PM,04:50 PM,MW,1025,Business Instructional Fac,"Ibrahim, A"
2024,Fall,2024-fa,ACCY,451,Advanced Income Tax Problems,"An introduction to U.S. federal taxation of business entities including taxable corporations and flow through entities (partnerships, Subchapter S corporations, and limited liability companies). Practical problems facilitate self-discovery of technical tax knowledge and the development of data analysis skills. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Senior standing and ACCY 312.",3 OR 4 hours.,3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Senior standing and ACCY 312.,,,49130,A3,A,1,,3 hours,A,Closed,Lecture-Discussion,LCD,11:00 AM,12:20 PM,TR,1049,Business Instructional Fac,"Beardsley, E"
2024,Fall,2024-fa,ACCY,451,Advanced Income Tax Problems,"An introduction to U.S. federal taxation of business entities including taxable corporations and flow through entities (partnerships, Subchapter S corporations, and limited liability companies). Practical problems facilitate self-discovery of technical tax knowledge and the development of data analysis skills. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Senior standing and ACCY 312.",3 OR 4 hours.,3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Senior standing and ACCY 312.,,,63159,A4,A,1,,4 hours,A,Closed,Lecture-Discussion,LCD,11:00 AM,12:20 PM,TR,1049,Business Instructional Fac,"Beardsley, E"
2024,Fall,2024-fa,ACCY,451,Advanced Income Tax Problems,"An introduction to U.S. federal taxation of business entities including taxable corporations and flow through entities (partnerships, Subchapter S corporations, and limited liability companies). Practical problems facilitate self-discovery of technical tax knowledge and the development of data analysis skills. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Senior standing and ACCY 312.",3 OR 4 hours.,3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Senior standing and ACCY 312.,,,54569,B3,A,1,,3 hours,A,CrossListOpen (Restricted),Lecture-Discussion,LCD,03:30 PM,04:50 PM,TR,2001,Business Instructional Fac,"Holder, C"
2024,Fall,2024-fa,ACCY,451,Advanced Income Tax Problems,"An introduction to U.S. federal taxation of business entities including taxable corporations and flow through entities (partnerships, Subchapter S corporations, and limited liability companies). Practical problems facilitate self-discovery of technical tax knowledge and the development of data analysis skills. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Senior standing and ACCY 312.",3 OR 4 hours.,3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Senior standing and ACCY 312.,,,63160,B4,A,1,,4 hours,A,CrossListOpen (Restricted),Lecture-Discussion,LCD,03:30 PM,04:50 PM,TR,2001,Business Instructional Fac,"Holder, C"
2024,Fall,2024-fa,ACCY,451,Advanced Income Tax Problems,"An introduction to U.S. federal taxation of business entities including taxable corporations and flow through entities (partnerships, Subchapter S corporations, and limited liability companies). Practical problems facilitate self-discovery of technical tax knowledge and the development of data analysis skills. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Senior standing and ACCY 312.",3 OR 4 hours.,3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Senior standing and ACCY 312.,,,62733,C3,A,1,,3 hours,A,Closed,Lecture-Discussion,LCD,02:00 PM,03:20 PM,TR,2063,Business Instructional Fac,"Holder, C"
2024,Fall,2024-fa,ACCY,451,Advanced Income Tax Problems,"An introduction to U.S. federal taxation of business entities including taxable corporations and flow through entities (partnerships, Subchapter S corporations, and limited liability companies). Practical problems facilitate self-discovery of technical tax knowledge and the development of data analysis skills. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Senior standing and ACCY 312.",3 OR 4 hours.,3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Senior standing and ACCY 312.,,,63161,C4,A,1,,4 hours,A,CrossListOpen (Restricted),Lecture-Discussion,LCD,02:00 PM,03:20 PM,TR,2063,Business Instructional Fac,"Holder, C"
2024,Fall,2024-fa,ACCY,451,Advanced Income Tax Problems,"An introduction to U.S. federal taxation of business entities including taxable corporations and flow through entities (partnerships, Subchapter S corporations, and limited liability companies). Practical problems facilitate self-discovery of technical tax knowledge and the development of data analysis skills. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Senior standing and ACCY 312.",3 OR 4 hours.,3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Senior standing and ACCY 312.,,,63119,D3,A,1,,3 hours,A,CrossListOpen (Restricted),Lecture-Discussion,LCD,08:00 AM,09:20 AM,TR,2057,Business Instructional Fac,"Beardsley, E"
2024,Fall,2024-fa,ACCY,451,Advanced Income Tax Problems,"An introduction to U.S. federal taxation of business entities including taxable corporations and flow through entities (partnerships, Subchapter S corporations, and limited liability companies). Practical problems facilitate self-discovery of technical tax knowledge and the development of data analysis skills. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Senior standing and ACCY 312.",3 OR 4 hours.,3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Senior standing and ACCY 312.,,,63163,D4,A,1,,4 hours,A,CrossListOpen (Restricted),Lecture-Discussion,LCD,08:00 AM,09:20 AM,TR,2057,Business Instructional Fac,"Beardsley, E"
2024,Fall,2024-fa,ACCY,451,Advanced Income Tax Problems,"An introduction to U.S. federal taxation of business entities including taxable corporations and flow through entities (partnerships, Subchapter S corporations, and limited liability companies). Practical problems facilitate self-discovery of technical tax knowledge and the development of data analysis skills. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Senior standing and ACCY 312.",3 OR 4 hours.,3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Senior standing and ACCY 312.,,,70659,E3,A,1,,3 hours,A,CrossListOpen (Restricted),Lecture-Discussion,LCD,12:30 PM,01:50 PM,TR,3009,Business Instructional Fac,"Beardsley, E"
2024,Fall,2024-fa,ACCY,451,Advanced Income Tax Problems,"An introduction to U.S. federal taxation of business entities including taxable corporations and flow through entities (partnerships, Subchapter S corporations, and limited liability companies). Practical problems facilitate self-discovery of technical tax knowledge and the development of data analysis skills. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Senior standing and ACCY 312.",3 OR 4 hours.,3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Senior standing and ACCY 312.,,,70660,E4,A,1,,4 hours,A,Closed,Lecture-Discussion,LCD,12:30 PM,01:50 PM,TR,3009,Business Instructional Fac,"Beardsley, E"
2024,Fall,2024-fa,ACCY,499,Senior Research,"Research and readings course for students majoring in accountancy. May be taken by students in the college honors program in partial fulfillment of the honors requirements. 2 to 4 undergraduate hours. No graduate credit. May be repeated to a maximum of 6 hours. Prerequisite: Cumulative grade-point average of 3.0., honors in the junior year, or consent of department; senior standing.",2 TO 4 hours.,"2 to 4 undergraduate hours. No graduate credit. May be repeated to a maximum of 6 hours. Prerequisite: Cumulative grade-point average of 3.0., honors in the junior year, or consent of department; senior standing.",,,10038,,A,1,,,A,Open (Restricted),Independent Study,IND,ARRANGED,,,,,
2024,Fall,2024-fa,ACCY,500,"Accounting Measurement, Reporting, and Control","A managerial perspective of the nature and role of accounting in organizational measurement, reporting and control processes. 2 or 4 graduate hours. No professional credit. Prerequisite: Enrollment in a non-accountancy masters program in business or consent of department.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. Prerequisite: Enrollment in a non-accountancy masters program in business or consent of department.,,,62025,C2,A,A,,2 hours,A,Open (Restricted),Lecture-Discussion,LCD,12:30 PM,01:50 PM,TR,3041,Business Instructional Fac,"Augusto Sampaio Franco de Lima, G"
2024,Fall,2024-fa,ACCY,500,"Accounting Measurement, Reporting, and Control","A managerial perspective of the nature and role of accounting in organizational measurement, reporting and control processes. 2 or 4 graduate hours. No professional credit. Prerequisite: Enrollment in a non-accountancy masters program in business or consent of department.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. Prerequisite: Enrollment in a non-accountancy masters program in business or consent of department.,,,67282,IMB,A,,,4 hours,A,Open (Restricted),Online,ONL,ARRANGED,,,,,"Mendoza, S;Urcan, O"
2024,Fall,2024-fa,ACCY,500,"Accounting Measurement, Reporting, and Control","A managerial perspective of the nature and role of accounting in organizational measurement, reporting and control processes. 2 or 4 graduate hours. No professional credit. Prerequisite: Enrollment in a non-accountancy masters program in business or consent of department.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. Prerequisite: Enrollment in a non-accountancy masters program in business or consent of department.,,,67281,ONL,A,,,4 hours,A,Open (Restricted),Online,ONL,ARRANGED,,,,,"Mendoza, S;Urcan, O"
2024,Fall,2024-fa,ACCY,500,"Accounting Measurement, Reporting, and Control","A managerial perspective of the nature and role of accounting in organizational measurement, reporting and control processes. 2 or 4 graduate hours. No professional credit. Prerequisite: Enrollment in a non-accountancy masters program in business or consent of department.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. Prerequisite: Enrollment in a non-accountancy masters program in business or consent of department.,,,56063,P2,A,A,,2 hours,A,Closed,Lecture-Discussion,LCD,11:00 AM,12:20 PM,TR,1025,Business Instructional Fac,"Augusto Sampaio Franco de Lima, G"
2024,Fall,2024-fa,ACCY,501,Accounting Analysis I,"Addresses the conceptual framework and financial statements--balance sheet, income statement and the statement of cash flows. It also provides in-depth analysis of accounting issues related to the measurement, recognition and disclosure of current and non-current assets, and revenue recognition. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate degree program or consent of department.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate degree program or consent of department.,,,29678,DA1,A,A,Accounting Analysis I A,2 hours,A,Open (Restricted),Online,ONL,ARRANGED,,,,,"Augusto Sampaio Franco de Lima, G;Evans, M"
2024,Fall,2024-fa,ACCY,501,Accounting Analysis I,"Addresses the conceptual framework and financial statements--balance sheet, income statement and the statement of cash flows. It also provides in-depth analysis of accounting issues related to the measurement, recognition and disclosure of current and non-current assets, and revenue recognition. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate degree program or consent of department.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate degree program or consent of department.,,,69435,DB1,A,B,Accounting Analysis I B,2 hours,A,Open (Restricted),Online,E1,ARRANGED,,,,,"Augusto Sampaio Franco de Lima, G;Evans, M"
2024,Fall,2024-fa,ACCY,501,Accounting Analysis I,"Addresses the conceptual framework and financial statements--balance sheet, income statement and the statement of cash flows. It also provides in-depth analysis of accounting issues related to the measurement, recognition and disclosure of current and non-current assets, and revenue recognition. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate degree program or consent of department.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate degree program or consent of department.,,,70308,MSF,A,1,,4 hours,A,Open (Restricted),Lecture-Discussion,LCD,03:30 PM,04:50 PM,TR,3063,Business Instructional Fac,"Johnson, J"
2024,Fall,2024-fa,ACCY,501,Accounting Analysis I,"Addresses the conceptual framework and financial statements--balance sheet, income statement and the statement of cash flows. It also provides in-depth analysis of accounting issues related to the measurement, recognition and disclosure of current and non-current assets, and revenue recognition. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate degree program or consent of department.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate degree program or consent of department.,,,69437,NA1,A,A,Accounting Analysis I A,2 hours,A,Open (Restricted),Online,ONL,ARRANGED,,,,,"Augusto Sampaio Franco de Lima, G;Evans, M"
2024,Fall,2024-fa,ACCY,501,Accounting Analysis I,"Addresses the conceptual framework and financial statements--balance sheet, income statement and the statement of cash flows. It also provides in-depth analysis of accounting issues related to the measurement, recognition and disclosure of current and non-current assets, and revenue recognition. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate degree program or consent of department.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate degree program or consent of department.,,,69438,NB1,A,B,Accounting Analysis I B,2 hours,A,Open (Restricted),Online,E2,ARRANGED,,,,,"Augusto Sampaio Franco de Lima, G;Evans, M"
2024,Fall,2024-fa,ACCY,502,Accounting Analysis II,"Measurement and reporting of firm's liabilities and shareholders' equity. Topics include contingencies, subsequent events, bonds, leases, deferred taxes, pensions, equity transactions, and earning per share. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.,,,29680,A4,A,1,,4 hours,A,Closed,Lecture-Discussion,LCD,09:30 AM,10:50 AM,MW,3057,Business Instructional Fac,"Schwartz, R"
2024,Fall,2024-fa,ACCY,502,Accounting Analysis II,"Measurement and reporting of firm's liabilities and shareholders' equity. Topics include contingencies, subsequent events, bonds, leases, deferred taxes, pensions, equity transactions, and earning per share. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.,,,31334,B4,A,1,,4 hours,A,Closed,Lecture-Discussion,LCD,12:30 PM,01:50 PM,MW,3063,Business Instructional Fac,"Schwartz, R"
2024,Fall,2024-fa,ACCY,502,Accounting Analysis II,"Measurement and reporting of firm's liabilities and shareholders' equity. Topics include contingencies, subsequent events, bonds, leases, deferred taxes, pensions, equity transactions, and earning per share. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.,,,71904,DA1,A,A,Accounting Analysis II A,2 hours,A,Open (Restricted),Online,ONL,ARRANGED,,,,,"Evans, M;Mendoza, S"
2024,Fall,2024-fa,ACCY,502,Accounting Analysis II,"Measurement and reporting of firm's liabilities and shareholders' equity. Topics include contingencies, subsequent events, bonds, leases, deferred taxes, pensions, equity transactions, and earning per share. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.,,,71905,DB1,A,B,Accounting Analysis II B,2 hours,A,Open (Restricted),Online,E1,ARRANGED,,,,,"Evans, M;Mendoza, S"
2024,Fall,2024-fa,ACCY,502,Accounting Analysis II,"Measurement and reporting of firm's liabilities and shareholders' equity. Topics include contingencies, subsequent events, bonds, leases, deferred taxes, pensions, equity transactions, and earning per share. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.,,,76239,E4,A,1,,4 hours,A,Open (Restricted),Lecture-Discussion,LCD,08:00 AM,09:20 AM,MW,3057,Business Instructional Fac,"Schwartz, R"
2024,Fall,2024-fa,ACCY,502,Accounting Analysis II,"Measurement and reporting of firm's liabilities and shareholders' equity. Topics include contingencies, subsequent events, bonds, leases, deferred taxes, pensions, equity transactions, and earning per share. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.,,,71906,NA1,A,A,Accounting Analysis II A,2 hours,A,Open (Restricted),Online,ONL,ARRANGED,,,,,"Evans, M;Mendoza, S"
2024,Fall,2024-fa,ACCY,502,Accounting Analysis II,"Measurement and reporting of firm's liabilities and shareholders' equity. Topics include contingencies, subsequent events, bonds, leases, deferred taxes, pensions, equity transactions, and earning per share. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.,,,71907,NB1,A,B,Accounting Analysis II B,2 hours,A,Open (Restricted),Online,E2,ARRANGED,,,,,"Evans, M;Mendoza, S"
2024,Fall,2024-fa,ACCY,503,Managerial Accounting,"Introduction to management accounting principles, as used to facilitate and align internal decisions made by managers and employees. Topics include analytical tools and techniques to address common business problems, cost information systems, budgeting, and strategic performance measurement systems. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Credit or concurrent registration in ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Credit or concurrent registration in ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.,,,31335,A2,A,A,,2 hours,A,Closed,Lecture-Discussion,LCD,12:30 PM,01:50 PM,TR,2005,Business Instructional Fac,"Johnson, J"
2024,Fall,2024-fa,ACCY,503,Managerial Accounting,"Introduction to management accounting principles, as used to facilitate and align internal decisions made by managers and employees. Topics include analytical tools and techniques to address common business problems, cost information systems, budgeting, and strategic performance measurement systems. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Credit or concurrent registration in ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Credit or concurrent registration in ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.,,,77353,C2,A,A,,2 hours,A,Open (Restricted),Lecture-Discussion,LCD,08:00 AM,09:20 AM,TR,3041,Business Instructional Fac,"Johnson, J"
2024,Fall,2024-fa,ACCY,503,Managerial Accounting,"Introduction to management accounting principles, as used to facilitate and align internal decisions made by managers and employees. Topics include analytical tools and techniques to address common business problems, cost information systems, budgeting, and strategic performance measurement systems. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Credit or concurrent registration in ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Credit or concurrent registration in ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.,,,66973,IMB,A,,,4 hours,A,Open (Restricted),Online,ONL,ARRANGED,,,,,"Chatterton, A;Guymon, R;Zhang, L"
2024,Fall,2024-fa,ACCY,503,Managerial Accounting,"Introduction to management accounting principles, as used to facilitate and align internal decisions made by managers and employees. Topics include analytical tools and techniques to address common business problems, cost information systems, budgeting, and strategic performance measurement systems. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Credit or concurrent registration in ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Credit or concurrent registration in ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.,,,66974,ONL,A,,,4 hours,A,Open (Restricted),Online,ONL,ARRANGED,,,,,"Chatterton, A;Guymon, R;Zhang, L"
2024,Fall,2024-fa,ACCY,504,Auditing,"Introduction to conceptual and applied material in the field of auditing. Emphasizes the audit process, reporting, and professional responsibilities. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Credit or concurrent registration in ACCY 502, or equivalent; enrollment in graduate degree program or consent of department.",2 OR 4 hours.,"2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Credit or concurrent registration in ACCY 502, or equivalent; enrollment in graduate degree program or consent of department.",,,59162,B4,A,1,,4 hours,A,Closed,Lecture-Discussion,LCD,09:30 AM,10:50 AM,TR,1025,Business Instructional Fac,"Rozario, A"
2024,Fall,2024-fa,ACCY,504,Auditing,"Introduction to conceptual and applied material in the field of auditing. Emphasizes the audit process, reporting, and professional responsibilities. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Credit or concurrent registration in ACCY 502, or equivalent; enrollment in graduate degree program or consent of department.",2 OR 4 hours.,"2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Credit or concurrent registration in ACCY 502, or equivalent; enrollment in graduate degree program or consent of department.",,,64875,C4,A,1,,4 hours,A,Closed,Lecture-Discussion,LCD,11:00 AM,12:20 PM,TR,3003,Business Instructional Fac,"Rozario, A"
2024,Fall,2024-fa,ACCY,504,Auditing,"Introduction to conceptual and applied material in the field of auditing. Emphasizes the audit process, reporting, and professional responsibilities. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Credit or concurrent registration in ACCY 502, or equivalent; enrollment in graduate degree program or consent of department.",2 OR 4 hours.,"2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Credit or concurrent registration in ACCY 502, or equivalent; enrollment in graduate degree program or consent of department.",,,70165,DA1,A,A,Auditing A,2 hours,A,Open (Restricted),Online,ONL,ARRANGED,,,,,"Chatterton, A;Peecher, M"
