Year,Term,YearTerm,Subject,Number,Name,Description,Credit Hours,Section Info,Degree Attributes,Schedule Information,CRN,Section,Status Code,Part of Term,Section Title,Section Credit Hours,Section Status,Enrollment Status,Type,Type Code,Start Time,End Time,Days of Week,Room,Building,Instructors
2024,Fall,2024-fa,EPSY,201,Educational Psychology,"Explores fundamental issues of development, learning, instruction, and assessment. This course articulates how people learn, how they are influenced by cultural and social contexts, how to assess learning and its outcomes, and how best to teach and motivate people to achieve. Educational psychologists improve learning in a broad range of settings: homes, classrooms, work environments, and communities.",3 hours.,,Social & Beh Sci - Beh Sci course.,Students will be required upon request to participate in a total of 3 hours of experiments outside of class. Students must register for one discussion and one lecture section.,62839,ADA,A,1,,,A,Closed,Online Discussion,OD,01:00 PM,02:50 PM,F,,,"Marchand, A;McCall, G"
2024,Fall,2024-fa,EPSY,201,Educational Psychology,"Explores fundamental issues of development, learning, instruction, and assessment. This course articulates how people learn, how they are influenced by cultural and social contexts, how to assess learning and its outcomes, and how best to teach and motivate people to achieve. Educational psychologists improve learning in a broad range of settings: homes, classrooms, work environments, and communities.",3 hours.,,Social & Beh Sci - Beh Sci course.,Students will be required upon request to participate in a total of 3 hours of experiments outside of class. Students must register for one discussion and one lecture section.,33961,AL1,A,1,,,A,Open,Lecture,LEC,10:00 AM,10:50 AM,W,112,Gregory Hall,"Marchand, A"
2024,Fall,2024-fa,EPSY,202,Exploring Cultural Diversity,"Introduction to cultural diversity and social justice issues through interdisciplinary readings, discussion, and experiential activities. The course involves a 1-hour lecture and 2-hour lab/discussion section each week. The lecture focus is on raising awareness of key issues, concerns and concepts, providing accurate information on diverse groups, and relating theories and models to critical incidents of social oppression in everyday life. The lab/discussion sections follow a group dialogue and experiential activity format, and focus on relating the readings and lecture material to personal experiences and active learning activities.",3 hours.,,Cultural Studies - US Minority course.,,32135,AD1,A,1,,,A,Open,Discussion/Recitation,DIS,01:00 PM,02:50 PM,R,135,English Building,"Safir, S"
2024,Fall,2024-fa,EPSY,202,Exploring Cultural Diversity,"Introduction to cultural diversity and social justice issues through interdisciplinary readings, discussion, and experiential activities. The course involves a 1-hour lecture and 2-hour lab/discussion section each week. The lecture focus is on raising awareness of key issues, concerns and concepts, providing accurate information on diverse groups, and relating theories and models to critical incidents of social oppression in everyday life. The lab/discussion sections follow a group dialogue and experiential activity format, and focus on relating the readings and lecture material to personal experiences and active learning activities.",3 hours.,,Cultural Studies - US Minority course.,,32170,AD3,A,1,,,A,Open,Discussion/Recitation,DIS,10:00 AM,11:50 AM,R,382,Education Building,"Graham, M"
2024,Fall,2024-fa,EPSY,202,Exploring Cultural Diversity,"Introduction to cultural diversity and social justice issues through interdisciplinary readings, discussion, and experiential activities. The course involves a 1-hour lecture and 2-hour lab/discussion section each week. The lecture focus is on raising awareness of key issues, concerns and concepts, providing accurate information on diverse groups, and relating theories and models to critical incidents of social oppression in everyday life. The lab/discussion sections follow a group dialogue and experiential activity format, and focus on relating the readings and lecture material to personal experiences and active learning activities.",3 hours.,,Cultural Studies - US Minority course.,,32176,AE1,A,1,,,A,Open,Online Lecture,OLC,03:00 PM,03:50 PM,M,,,"Morgan, M"
2024,Fall,2024-fa,EPSY,203,Social Issues Group Dialogues,"Provides students with opportunities to converse on specific diversity and social justice topic areas offered as separate sections under the course heading. Each section uses a structured dialogue format to explore intergroup and intragroup differences and similarities within historical and contemporary contexts. Specific focus will be on participants sharing their experiences and perspectives related to the specific dialogue topic. The dialogue format uses active learning exercises in addition to weekly readings, journal assignments, and topic based dialogues. May be repeated in the same term to a maximum of 2 hours. May be repeated in separate terms to a maximum of 6 hours. Prerequisite: Consent of the instructor.",1 hours.,May be repeated in the same term to a maximum of 2 hours. May be repeated in separate terms to a maximum of 6 hours. Prerequisite: Consent of the instructor.,,,71271,,A,B,Resisting Marginalization,,A,Open,Online,ONL,06:00 PM,07:50 PM,W,,,"Blanden, K;Moore, E;Young, C"
2024,Fall,2024-fa,EPSY,203,Social Issues Group Dialogues,"Provides students with opportunities to converse on specific diversity and social justice topic areas offered as separate sections under the course heading. Each section uses a structured dialogue format to explore intergroup and intragroup differences and similarities within historical and contemporary contexts. Specific focus will be on participants sharing their experiences and perspectives related to the specific dialogue topic. The dialogue format uses active learning exercises in addition to weekly readings, journal assignments, and topic based dialogues. May be repeated in the same term to a maximum of 2 hours. May be repeated in separate terms to a maximum of 6 hours. Prerequisite: Consent of the instructor.",1 hours.,May be repeated in the same term to a maximum of 2 hours. May be repeated in separate terms to a maximum of 6 hours. Prerequisite: Consent of the instructor.,,,52688,AD1,A,B,Exploring Race & Ethnicity,,A,Open,Online,ONL,12:00 PM,01:50 PM,T,,,"Blanden, K;Carter, A;Cross, J"
2024,Fall,2024-fa,EPSY,203,Social Issues Group Dialogues,"Provides students with opportunities to converse on specific diversity and social justice topic areas offered as separate sections under the course heading. Each section uses a structured dialogue format to explore intergroup and intragroup differences and similarities within historical and contemporary contexts. Specific focus will be on participants sharing their experiences and perspectives related to the specific dialogue topic. The dialogue format uses active learning exercises in addition to weekly readings, journal assignments, and topic based dialogues. May be repeated in the same term to a maximum of 2 hours. May be repeated in separate terms to a maximum of 6 hours. Prerequisite: Consent of the instructor.",1 hours.,May be repeated in the same term to a maximum of 2 hours. May be repeated in separate terms to a maximum of 6 hours. Prerequisite: Consent of the instructor.,,,52690,AD3,A,B,Conservative/Liberal dialogue,,A,Open,Lecture-Discussion,LCD,03:00 PM,04:50 PM,M,307,David Kinley Hall,"Bidner, S;Blanden, K;Deterding, R"
2024,Fall,2024-fa,EPSY,220,Career Theory and Practice,"Various behavioral science theories will be covered (e.g., person-environment interaction, decision-making, group dynamics, stereotype threat, personality traits). Discussions of research findings to applied career practices will also be included. Students will develop a working-knowledge of these theories through interactive lectures, guided class discussions, case-based readings, and group activities that require them to think critically and flexibly about theory in order to generate solutions for real-world problems. Additional fees may apply. See Class Schedule. On request, students will be required to participate in a total of 6 hours of experiments outside of class.",3 hours.,"Additional fees may apply. See Class Schedule. On request, students will be required to participate in a total of 6 hours of experiments outside of class.",Social & Beh Sci - Beh Sci course.,Required Course Materials: A set of inventories to increase self-understanding and awareness. Current cost for this inventory will be charged directly to the student account.,33986,A,A,B,,,A,Closed,Online,ONL,ARRANGED,,,,,"Heimpel, N;Li, X"
2024,Fall,2024-fa,EPSY,220,Career Theory and Practice,"Various behavioral science theories will be covered (e.g., person-environment interaction, decision-making, group dynamics, stereotype threat, personality traits). Discussions of research findings to applied career practices will also be included. Students will develop a working-knowledge of these theories through interactive lectures, guided class discussions, case-based readings, and group activities that require them to think critically and flexibly about theory in order to generate solutions for real-world problems. Additional fees may apply. See Class Schedule. On request, students will be required to participate in a total of 6 hours of experiments outside of class.",3 hours.,"Additional fees may apply. See Class Schedule. On request, students will be required to participate in a total of 6 hours of experiments outside of class.",Social & Beh Sci - Beh Sci course.,Required Course Materials: A set of inventories to increase self-understanding and awareness. Current cost for this inventory will be charged directly to the student account.,33998,B,A,B,,,A,Open (Restricted),Lecture-Discussion,LCD,03:00 PM,04:50 PM,R,17,Education Building,"Heimpel, N;Li, X"
2024,Fall,2024-fa,EPSY,220,Career Theory and Practice,"Various behavioral science theories will be covered (e.g., person-environment interaction, decision-making, group dynamics, stereotype threat, personality traits). Discussions of research findings to applied career practices will also be included. Students will develop a working-knowledge of these theories through interactive lectures, guided class discussions, case-based readings, and group activities that require them to think critically and flexibly about theory in order to generate solutions for real-world problems. Additional fees may apply. See Class Schedule. On request, students will be required to participate in a total of 6 hours of experiments outside of class.",3 hours.,"Additional fees may apply. See Class Schedule. On request, students will be required to participate in a total of 6 hours of experiments outside of class.",Social & Beh Sci - Beh Sci course.,Required Course Materials: A set of inventories to increase self-understanding and awareness. Current cost for this inventory will be charged directly to the student account.,33996,D,A,B,,,A,Open (Restricted),Online,ONL,ARRANGED,,,,,"Heimpel, N;Li, X"
2024,Fall,2024-fa,EPSY,220,Career Theory and Practice,"Various behavioral science theories will be covered (e.g., person-environment interaction, decision-making, group dynamics, stereotype threat, personality traits). Discussions of research findings to applied career practices will also be included. Students will develop a working-knowledge of these theories through interactive lectures, guided class discussions, case-based readings, and group activities that require them to think critically and flexibly about theory in order to generate solutions for real-world problems. Additional fees may apply. See Class Schedule. On request, students will be required to participate in a total of 6 hours of experiments outside of class.",3 hours.,"Additional fees may apply. See Class Schedule. On request, students will be required to participate in a total of 6 hours of experiments outside of class.",Social & Beh Sci - Beh Sci course.,Required Course Materials: A set of inventories to increase self-understanding and awareness. Current cost for this inventory will be charged directly to the student account.,56893,OL,A,B,,,A,Open (Restricted),Online,ONL,ARRANGED,,,,,"Heimpel, N;Li, X"
2024,Fall,2024-fa,EPSY,220,Career Theory and Practice,"Various behavioral science theories will be covered (e.g., person-environment interaction, decision-making, group dynamics, stereotype threat, personality traits). Discussions of research findings to applied career practices will also be included. Students will develop a working-knowledge of these theories through interactive lectures, guided class discussions, case-based readings, and group activities that require them to think critically and flexibly about theory in order to generate solutions for real-world problems. Additional fees may apply. See Class Schedule. On request, students will be required to participate in a total of 6 hours of experiments outside of class.",3 hours.,"Additional fees may apply. See Class Schedule. On request, students will be required to participate in a total of 6 hours of experiments outside of class.",Social & Beh Sci - Beh Sci course.,Required Course Materials: A set of inventories to increase self-understanding and awareness. Current cost for this inventory will be charged directly to the student account.,33991,T,A,B,,,A,Open (Restricted),Lecture-Discussion,LCD,01:00 PM,02:50 PM,M,236,Wohlers Hall,"Heimpel, N;Li, X"
2024,Fall,2024-fa,EPSY,222,Language &amp; Culture of Deaf Communities,Same as SHS 222. See SHS 222.,3 hours.,Same as SHS 222. See SHS 222.,"Social & Beh Sci - Soc Sci, and Cultural Studies - US Minority course.",,63288,C01,A,A,,,A,Closed,Online,ONL,ARRANGED,,,,,"Colon, I;Demas, M;DesBiens, K;Hauptman, M;Hernandez, N"
2024,Fall,2024-fa,EPSY,395,Independent Study,"Study of problems not considered in other courses; designed for students who excel in self-direction and intellectual curiosity. May be repeated. Prerequisite: Minimum GPA of 3.5; demonstrated writing and research potential as evaluated by advisor, and consent of advisor and consent of staff member who supervises the work.",1 TO 4 hours.,"May be repeated. Prerequisite: Minimum GPA of 3.5; demonstrated writing and research potential as evaluated by advisor, and consent of advisor and consent of staff member who supervises the work.",,,10045,,A,1,,,A,Open (Restricted),Independent Study,IND,ARRANGED,,,,,
2024,Fall,2024-fa,EPSY,400,Psychology of Learning in Education,"Study of the psychology of human learning as it applies to instruction, educational issues, and educational problems. 3 undergraduate hours. 2 or 4 graduate hours. Taking 4 credit hours requires consent of the instructor and the completion of a substantive scholarly project. Undergraduate and graduate work load will be commensurate with the requirements. 2 hours for Latin and Spanish Certification, Elementary Edm Music and GSLIS. Prerequisite: EPSY 201 or equivalent.",2 TO 4 hours.,"3 undergraduate hours. 2 or 4 graduate hours. Taking 4 credit hours requires consent of the instructor and the completion of a substantive scholarly project. Undergraduate and graduate work load will be commensurate with the requirements. 2 hours for Latin and Spanish Certification, Elementary Edm Music and GSLIS. Prerequisite: EPSY 201 or equivalent.",,Note: Fulfills educational psychology foundation requirement in learning.,44201,G2,A,1,,2 hours,A,CrossListOpen (Restricted),Lecture-Discussion,LCD,03:00 PM,05:50 PM,T,166,Education Building,"Gladstone, J"
2024,Fall,2024-fa,EPSY,400,Psychology of Learning in Education,"Study of the psychology of human learning as it applies to instruction, educational issues, and educational problems. 3 undergraduate hours. 2 or 4 graduate hours. Taking 4 credit hours requires consent of the instructor and the completion of a substantive scholarly project. Undergraduate and graduate work load will be commensurate with the requirements. 2 hours for Latin and Spanish Certification, Elementary Edm Music and GSLIS. Prerequisite: EPSY 201 or equivalent.",2 TO 4 hours.,"3 undergraduate hours. 2 or 4 graduate hours. Taking 4 credit hours requires consent of the instructor and the completion of a substantive scholarly project. Undergraduate and graduate work load will be commensurate with the requirements. 2 hours for Latin and Spanish Certification, Elementary Edm Music and GSLIS. Prerequisite: EPSY 201 or equivalent.",,Note: Fulfills educational psychology foundation requirement in learning.,44203,G4,A,1,,4 hours,A,CrossListOpen (Restricted),Lecture-Discussion,LCD,03:00 PM,05:50 PM,T,166,Education Building,"Gladstone, J"
2024,Fall,2024-fa,EPSY,400,Psychology of Learning in Education,"Study of the psychology of human learning as it applies to instruction, educational issues, and educational problems. 3 undergraduate hours. 2 or 4 graduate hours. Taking 4 credit hours requires consent of the instructor and the completion of a substantive scholarly project. Undergraduate and graduate work load will be commensurate with the requirements. 2 hours for Latin and Spanish Certification, Elementary Edm Music and GSLIS. Prerequisite: EPSY 201 or equivalent.",2 TO 4 hours.,"3 undergraduate hours. 2 or 4 graduate hours. Taking 4 credit hours requires consent of the instructor and the completion of a substantive scholarly project. Undergraduate and graduate work load will be commensurate with the requirements. 2 hours for Latin and Spanish Certification, Elementary Edm Music and GSLIS. Prerequisite: EPSY 201 or equivalent.",,Note: Fulfills educational psychology foundation requirement in learning.,44204,U3,A,1,,3 hours,A,CrossListOpen (Restricted),Lecture-Discussion,LCD,03:00 PM,05:50 PM,T,166,Education Building,"Gladstone, J"
2024,Fall,2024-fa,EPSY,401,Child Language and Education,"Provides an overview of current knowledge about children's acquisition of linguistic and communicative competence together with a consideration of the educational import of this developmental process. 3 undergraduate hours. 2 or 4 graduate hours. Taking 4 hours of credit requires consent of the instructor and completion of a substantive scholarly project. Undergraduate and graduate work load will be commensurate with the requirements. 3 hours of ECE Undergraduate certification and 2 hours for ECE graduate certification, Elementary Ed, Music certification and GSLIS. Prerequisite: EPSY 201 or EPSY 236; or equivalent.",2 TO 4 hours.,"3 undergraduate hours. 2 or 4 graduate hours. Taking 4 hours of credit requires consent of the instructor and completion of a substantive scholarly project. Undergraduate and graduate work load will be commensurate with the requirements. 3 hours of ECE Undergraduate certification and 2 hours for ECE graduate certification, Elementary Ed, Music certification and GSLIS. Prerequisite: EPSY 201 or EPSY 236; or equivalent.",,Note: Fulfills educational psychology foundation requirement in learning.,44173,G2,A,1,,2 hours,A,CrossListOpen (Restricted),Lecture-Discussion,LCD,05:00 PM,07:50 PM,R,166,Education Building,"Christianson, K"
2024,Fall,2024-fa,EPSY,401,Child Language and Education,"Provides an overview of current knowledge about children's acquisition of linguistic and communicative competence together with a consideration of the educational import of this developmental process. 3 undergraduate hours. 2 or 4 graduate hours. Taking 4 hours of credit requires consent of the instructor and completion of a substantive scholarly project. Undergraduate and graduate work load will be commensurate with the requirements. 3 hours of ECE Undergraduate certification and 2 hours for ECE graduate certification, Elementary Ed, Music certification and GSLIS. Prerequisite: EPSY 201 or EPSY 236; or equivalent.",2 TO 4 hours.,"3 undergraduate hours. 2 or 4 graduate hours. Taking 4 hours of credit requires consent of the instructor and completion of a substantive scholarly project. Undergraduate and graduate work load will be commensurate with the requirements. 3 hours of ECE Undergraduate certification and 2 hours for ECE graduate certification, Elementary Ed, Music certification and GSLIS. Prerequisite: EPSY 201 or EPSY 236; or equivalent.",,Note: Fulfills educational psychology foundation requirement in learning.,44177,G4,A,1,,4 hours,A,CrossListOpen (Restricted),Lecture-Discussion,LCD,05:00 PM,07:50 PM,R,166,Education Building,"Christianson, K"
2024,Fall,2024-fa,EPSY,401,Child Language and Education,"Provides an overview of current knowledge about children's acquisition of linguistic and communicative competence together with a consideration of the educational import of this developmental process. 3 undergraduate hours. 2 or 4 graduate hours. Taking 4 hours of credit requires consent of the instructor and completion of a substantive scholarly project. Undergraduate and graduate work load will be commensurate with the requirements. 3 hours of ECE Undergraduate certification and 2 hours for ECE graduate certification, Elementary Ed, Music certification and GSLIS. Prerequisite: EPSY 201 or EPSY 236; or equivalent.",2 TO 4 hours.,"3 undergraduate hours. 2 or 4 graduate hours. Taking 4 hours of credit requires consent of the instructor and completion of a substantive scholarly project. Undergraduate and graduate work load will be commensurate with the requirements. 3 hours of ECE Undergraduate certification and 2 hours for ECE graduate certification, Elementary Ed, Music certification and GSLIS. Prerequisite: EPSY 201 or EPSY 236; or equivalent.",,Note: Fulfills educational psychology foundation requirement in learning.,44179,U3,A,1,,3 hours,A,Closed,Lecture-Discussion,LCD,05:00 PM,07:50 PM,R,166,Education Building,"Christianson, K"
2024,Fall,2024-fa,EPSY,402,Sociocultural Influence on Learning,"Provides a general overview of the relationship of language, culture, and society to the teaching-learning process; gives broad exposure to research and theory concerned with the effects of sociocultural factors on cognition, perception, and motivation; also considers the effects of such factors on classroom interaction. 3 undergraduate hours. 2 or 4 graduate hours. Taking 4 hours of credit requires consent of the instructor and the completion of a substantive scholarly project. 2 hours for Elementary Education and Music certification. Prerequisite: EPSY 201 or EPSY 236; or equivalent.",2 TO 4 hours.,3 undergraduate hours. 2 or 4 graduate hours. Taking 4 hours of credit requires consent of the instructor and the completion of a substantive scholarly project. 2 hours for Elementary Education and Music certification. Prerequisite: EPSY 201 or EPSY 236; or equivalent.,,Note: Fulfills educational psychology foundation requirement in learning.,44181,G2,A,1,,2 hours,A,CrossListOpen (Restricted),Lecture-Discussion,LCD,01:00 PM,03:20 PM,W,2,Education Building,"Ruedas-Gracia, N"
2024,Fall,2024-fa,EPSY,402,Sociocultural Influence on Learning,"Provides a general overview of the relationship of language, culture, and society to the teaching-learning process; gives broad exposure to research and theory concerned with the effects of sociocultural factors on cognition, perception, and motivation; also considers the effects of such factors on classroom interaction. 3 undergraduate hours. 2 or 4 graduate hours. Taking 4 hours of credit requires consent of the instructor and the completion of a substantive scholarly project. 2 hours for Elementary Education and Music certification. Prerequisite: EPSY 201 or EPSY 236; or equivalent.",2 TO 4 hours.,3 undergraduate hours. 2 or 4 graduate hours. Taking 4 hours of credit requires consent of the instructor and the completion of a substantive scholarly project. 2 hours for Elementary Education and Music certification. Prerequisite: EPSY 201 or EPSY 236; or equivalent.,,Note: Fulfills educational psychology foundation requirement in learning.,44182,G4,A,1,,4 hours,A,CrossListOpen (Restricted),Lecture-Discussion,LCD,01:00 PM,03:20 PM,W,2,Education Building,"Ruedas-Gracia, N"
2024,Fall,2024-fa,EPSY,402,Sociocultural Influence on Learning,"Provides a general overview of the relationship of language, culture, and society to the teaching-learning process; gives broad exposure to research and theory concerned with the effects of sociocultural factors on cognition, perception, and motivation; also considers the effects of such factors on classroom interaction. 3 undergraduate hours. 2 or 4 graduate hours. Taking 4 hours of credit requires consent of the instructor and the completion of a substantive scholarly project. 2 hours for Elementary Education and Music certification. Prerequisite: EPSY 201 or EPSY 236; or equivalent.",2 TO 4 hours.,3 undergraduate hours. 2 or 4 graduate hours. Taking 4 hours of credit requires consent of the instructor and the completion of a substantive scholarly project. 2 hours for Elementary Education and Music certification. Prerequisite: EPSY 201 or EPSY 236; or equivalent.,,Note: Fulfills educational psychology foundation requirement in learning.,44184,U3,A,1,,3 hours,A,CrossListOpen (Restricted),Lecture-Discussion,LCD,01:00 PM,03:20 PM,W,2,Education Building,"Ruedas-Gracia, N"
2024,Fall,2024-fa,EPSY,405,Personality and Soc Dev,Same as PSYC 465. See PSYC 465.,3 OR 4 hours.,Same as PSYC 465. See PSYC 465.,,,41267,GR,A,1,,4 hours,A,Closed,Lecture,LEC,03:00 PM,05:20 PM,W,23,Psychology Building,"Ratner, K"
2024,Fall,2024-fa,EPSY,405,Personality and Soc Dev,Same as PSYC 465. See PSYC 465.,3 OR 4 hours.,Same as PSYC 465. See PSYC 465.,,,37974,UG,A,1,,3 hours,A,Closed,Lecture,LEC,03:00 PM,05:20 PM,W,23,Psychology Building,"Ratner, K"
2024,Fall,2024-fa,EPSY,408,Learning and Human Development with Educational Technology,"Sets out to provide an understanding of theories of learning and development and how these theories relate to educational technology. It has two components. The first is theoretical, in which we attempt to develop an overall frame of reference, locating approaches to the psychology of learning in terms of large paradigm shifts, from 'behaviorism' to 'brain developmentalism' to 'social cognitivism'. The second component is practical, in which we will use these theoretical concepts to 'parse' a technology-mediated learning environment for its underlying presuppositions. 3 undergraduate hours. 4 graduate hours.",3 OR 4 hours.,3 undergraduate hours. 4 graduate hours.,,,46887,ONL,A,B,,4 hours,A,Open (Restricted),Online,ONL,ARRANGED,,,,,"Cope, W;Francis, K;Mattingly, S"
2024,Fall,2024-fa,EPSY,419,Counseling Psychology Pre-Practicum,"Study of basic helping skills and professional ethics in professional psychology. The course links theory with practice, as students engage in the exploration of new helping skills and learn to analyze their developing counseling style and performance; includes an examination of relevant ethical standards and counseling theories, and their application in a multicultural context. Discussion and experiential activities are supplemented by films, videotapes, and case studies. Primarily for counseling psychology graduate students, though other students in programs with a mental health focus may be admitted with the consent of the instructor if space is available. 2 to 4 undergraduate hours. 2 to 4 graduate hours. May be repeated to a maximum of 8 hours. Prerequisite: Junior standing.",2 TO 4 hours.,2 to 4 undergraduate hours. 2 to 4 graduate hours. May be repeated to a maximum of 8 hours. Prerequisite: Junior standing.,,,74824,A,A,1,,4 hours,A,Open (Restricted),Lecture-Discussion,LCD,09:00 AM,11:50 AM,W,37,Education Building,"Beard, J"
2024,Fall,2024-fa,EPSY,420,Theories of Psychotherapy,Study of counseling and psychotherapeutic processes and theories in relation to social and cultural developments. Coverage of major models and theories as well as current and historical trends and a review of counseling skills will be included. Same as PSYC 420. 4 undergraduate hours. 4 graduate hours. Prerequisite: PSYC 238 or equivalent.,4 hours.,Same as PSYC 420. 4 undergraduate hours. 4 graduate hours. Prerequisite: PSYC 238 or equivalent.,,,34001,A,A,1,,,A,Closed,Lecture-Discussion,LCD,09:00 AM,11:50 AM,T,101,Armory,"Beard, J"
2024,Fall,2024-fa,EPSY,430,Early Adolescent Development,"Examines early adolescent development, covering biological, cognitive, and social transitions. Topics include identity, autonomy, peer and family relationships and the role of schooling and the media. 3 undergraduate hours. 3 or 4 graduate hours.",3 OR 4 hours.,3 undergraduate hours. 3 or 4 graduate hours.,,,66101,A,A,1,,3 hours,A,CrossListOpen (Restricted),Lecture-Discussion,LCD,09:00 AM,11:50 AM,R,22,Education Building,"Napolitano, C"
2024,Fall,2024-fa,EPSY,430,Early Adolescent Development,"Examines early adolescent development, covering biological, cognitive, and social transitions. Topics include identity, autonomy, peer and family relationships and the role of schooling and the media. 3 undergraduate hours. 3 or 4 graduate hours.",3 OR 4 hours.,3 undergraduate hours. 3 or 4 graduate hours.,,,67048,B,A,1,,4 hours,A,CrossListOpen (Restricted),Lecture-Discussion,LCD,09:00 AM,11:50 AM,R,22,Education Building,"Napolitano, C"
2024,Fall,2024-fa,EPSY,456,Human Performance and Cognition in Context,"Theories and findings from cognitive science and related disciplines concerning human information processing mechanisms and capacities are covered, with an emphasis on how understanding people's perceptual and cognitive strengths and limitations can inform decisions about teaching/training strategies and designing technological environments to suit people's needs and abilities. Same as IE 445 and PSYC 456. 3 undergraduate hours. 4 graduate hours. Prerequisite: PSYC 100 or PSYC 103 or consent of instructor.",3 OR 4 hours.,Same as IE 445 and PSYC 456. 3 undergraduate hours. 4 graduate hours. Prerequisite: PSYC 100 or PSYC 103 or consent of instructor.,,,63804,AG4,A,1,,4 hours,A,CrossListOpen (Restricted),Lecture,LEC,03:30 PM,04:50 PM,TR,326,David Kinley Hall,"Cromley, J"
2024,Fall,2024-fa,EPSY,456,Human Performance and Cognition in Context,"Theories and findings from cognitive science and related disciplines concerning human information processing mechanisms and capacities are covered, with an emphasis on how understanding people's perceptual and cognitive strengths and limitations can inform decisions about teaching/training strategies and designing technological environments to suit people's needs and abilities. Same as IE 445 and PSYC 456. 3 undergraduate hours. 4 graduate hours. Prerequisite: PSYC 100 or PSYC 103 or consent of instructor.",3 OR 4 hours.,Same as IE 445 and PSYC 456. 3 undergraduate hours. 4 graduate hours. Prerequisite: PSYC 100 or PSYC 103 or consent of instructor.,,,63803,AU3,A,1,,3 hours,A,CrossListOpen (Restricted),Lecture,LEC,03:30 PM,04:50 PM,TR,326,David Kinley Hall,"Cromley, J"
2024,Fall,2024-fa,EPSY,456,Human Performance and Cognition in Context,"Theories and findings from cognitive science and related disciplines concerning human information processing mechanisms and capacities are covered, with an emphasis on how understanding people's perceptual and cognitive strengths and limitations can inform decisions about teaching/training strategies and designing technological environments to suit people's needs and abilities. Same as IE 445 and PSYC 456. 3 undergraduate hours. 4 graduate hours. Prerequisite: PSYC 100 or PSYC 103 or consent of instructor.",3 OR 4 hours.,Same as IE 445 and PSYC 456. 3 undergraduate hours. 4 graduate hours. Prerequisite: PSYC 100 or PSYC 103 or consent of instructor.,,,75062,GO,A,1,,4 hours,A,CrossListOpen (Restricted),Online,ONL,ARRANGED,,,,,"Cromley, J"
2024,Fall,2024-fa,EPSY,456,Human Performance and Cognition in Context,"Theories and findings from cognitive science and related disciplines concerning human information processing mechanisms and capacities are covered, with an emphasis on how understanding people's perceptual and cognitive strengths and limitations can inform decisions about teaching/training strategies and designing technological environments to suit people's needs and abilities. Same as IE 445 and PSYC 456. 3 undergraduate hours. 4 graduate hours. Prerequisite: PSYC 100 or PSYC 103 or consent of instructor.",3 OR 4 hours.,Same as IE 445 and PSYC 456. 3 undergraduate hours. 4 graduate hours. Prerequisite: PSYC 100 or PSYC 103 or consent of instructor.,,,75061,UGO,A,1,,3 hours,A,Closed,Online,ONL,ARRANGED,,,,,"Cromley, J"
2024,Fall,2024-fa,EPSY,470,Introduction to Evaluation Theory,"Introduction to the major conceptual constructs and theories of evaluation; emphasis on the critical defining components of evaluation, particularly its role in program and policy development, and on critical distinctions among evaluation theories; provides grounding for further study of both evaluation theory and methods. 4 undergraduate hours. 4 graduate hours.",4 hours.,4 undergraduate hours. 4 graduate hours.,,,30283,A,A,1,,,A,Open (Restricted),Seminar,SEM,12:00 PM,02:50 PM,T,382,Education Building,"Avent, C"
2024,Fall,2024-fa,EPSY,480,Educational Statistics,"Designed for terminal value for professional training of students not intending to pursue advanced graduate work, and for introductory value for students continuing graduate study in education; descriptive statistics, introduction to correlation and regression, the normal curve, statistical inference, and the presentation and interpretation of statistical data in educational literature. 4 undergraduate hours. 4 graduate hours.",4 hours.,4 undergraduate hours. 4 graduate hours.,,,57117,A,A,A,,,A,Open,Online,ONL,ARRANGED,,,,,"Koo, M;Zhang, J"
2024,Fall,2024-fa,EPSY,480,Educational Statistics,"Designed for terminal value for professional training of students not intending to pursue advanced graduate work, and for introductory value for students continuing graduate study in education; descriptive statistics, introduction to correlation and regression, the normal curve, statistical inference, and the presentation and interpretation of statistical data in educational literature. 4 undergraduate hours. 4 graduate hours.",4 hours.,4 undergraduate hours. 4 graduate hours.,,,58875,OL,A,B,,,A,Open,Online,ONL,ARRANGED,,,,,"Wu, L;Zhang, J"
2024,Fall,2024-fa,EPSY,485,Assessing Student Performance,"Designed especially for secondary education students, this course introduces basic concepts and practices of assessment, measurement, and evaluation as they are used in school settings. The course covers current trends and issues in assessment including large scale standardized testing practices and cultural issues in assessment. Students become familiar with using assessment and evaluation data to inform instructional decisions. Same as CI 485. 3 undergraduate hours. 4 graduate hours. Prerequisite: Students should be concurrently enrolled in CI 403. Admission to the secondary teacher education program.",3 OR 4 hours.,Same as CI 485. 3 undergraduate hours. 4 graduate hours. Prerequisite: Students should be concurrently enrolled in CI 403. Admission to the secondary teacher education program.,,Must be in the teacher education program to register.,66121,AD1,A,1,,,A,CrossListOpen,Discussion/Recitation,DIS,02:00 PM,03:50 PM,T,323,Education Building,"Moermond, V;Poetzel, A"
