Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,Students
2015,Spring,2015-sp,ECE,445,Senior Design Project Lab,LAB,23,27,11,11,26,10,10,21,6,0,12,0,6,0,"Carney, Paul S",163
2015,Spring,2015-sp,ECE,453,Wireless Communication Systems,LEC,2,7,4,2,7,0,0,4,3,0,1,0,0,0,"Franke, Steven J",30
2015,Spring,2015-sp,ECE,454,Antennas,DIS,4,7,4,0,1,1,0,1,3,0,0,0,0,0,"Bernhard, Jennifer T",21
2015,Spring,2015-sp,ECE,457,Microwave Devices & Circuits,LEC,3,8,4,1,4,0,4,2,0,0,0,0,0,0,"Gong, Songbin",26
2015,Spring,2015-sp,ECE,473,Fund of Engrg Acoustics,DIS,4,3,3,5,2,4,0,1,2,0,1,0,0,1,"Campos Coiado, Olivia",25
2015,Spring,2015-sp,ECE,483,Analog IC Design,DIS,1,11,7,10,5,4,1,1,1,0,0,0,3,2,"Hanumolu, Pavan Kumar",44
2015,Spring,2015-sp,ECE,486,Control Systems,DIS,4,30,1,1,15,1,0,3,0,0,1,0,0,1,"Hutchinson, Seth A",56
2015,Spring,2015-sp,ECE,490,Introduction to Optimization,DIS,4,28,8,1,7,2,0,1,0,0,0,0,0,2,"Kiyavash, Negar",51
2015,Spring,2015-sp,ECE,498,Smartphone Computing and Appli,LEC,2,13,9,6,6,3,3,0,0,0,0,0,0,0,"Roy Choudhury, Romit",42
2015,Spring,2015-sp,ECE,515,Control System Theory & Design,DIS,6,11,8,4,7,3,0,0,1,0,0,0,0,0,"Dullerud, Geir E",40
2015,Spring,2015-sp,ECE,528,Analysis of Nonlinear Systems,DIS,1,9,15,1,0,0,0,0,0,0,0,0,0,0,"Liberzon, Daniel M",26
2015,Spring,2015-sp,ECE,534,Random Processes,DIS,3,10,11,6,5,3,0,0,0,0,0,0,0,0,"Srikant, Rayadurgam",38
2015,Spring,2015-sp,ECE,549,Computer Vision,LCD,24,49,1,0,3,0,1,0,0,0,1,0,0,0,"Hoiem, Derek W",79
2015,Spring,2015-sp,ECE,554,Dynamic System Reliability,LEC,0,20,4,0,1,0,0,0,0,0,0,0,0,0,"Dominguez-Garci, Alejandr",25
2015,Spring,2015-sp,ECE,564,Modern Light Microscopy,LEC,1,15,3,0,3,0,0,0,0,0,0,0,0,1,"Popescu, Gabriel",22
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,1,11,3,5,9,4,2,3,1,0,0,0,0,1,"Jogani, Chitra",39
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,2,12,5,9,5,1,3,3,0,0,0,0,0,0,"Jogani, Chitra",40
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,0,4,10,9,9,4,2,2,0,0,0,0,0,0,"Jogani, Chitra",40
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,1,7,7,9,8,5,0,1,0,1,0,0,1,0,"Jogani, Chitra",40
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,3,11,5,7,8,3,1,1,0,0,0,0,1,0,"Halim, Daniel Z",40
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,3,14,6,5,8,1,1,1,0,0,1,0,0,0,"Halim, Daniel Z",40
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,5,14,4,6,8,0,1,0,0,0,0,0,1,0,"Halim, Daniel Z",39
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,1,9,5,8,10,1,2,1,1,0,0,0,0,0,"Halim, Daniel Z",38
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,1,12,4,10,5,1,4,2,0,1,0,0,0,0,"Shahhosseini, Mehrnoush",40
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,1,12,4,5,13,0,3,0,0,0,0,0,2,0,"Shahhosseini, Mehrnoush",40
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,2,18,4,3,10,1,1,0,0,0,0,0,0,0,"Shahhosseini, Mehrnoush",39
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,3,9,9,6,6,1,3,0,0,0,0,0,1,0,"Shahhosseini, Mehrnoush",38
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,2,9,7,8,8,2,1,1,0,1,0,0,1,0,"Ham Gonzalez, Andres",40
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,0,11,8,6,10,2,2,1,0,0,0,0,0,0,"Ham Gonzalez, Andres",40
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,1,8,6,11,9,1,3,1,1,0,0,0,0,0,"Ham Gonzalez, Andres",41
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,0,9,7,10,7,2,1,2,1,1,0,0,0,0,"Bottan, Daria",40
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,5,10,5,7,5,4,0,2,1,1,0,0,0,0,"Bottan, Daria",40
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,1,10,3,8,8,4,3,2,0,0,0,0,1,0,"Bottan, Daria",40
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,0,15,6,8,6,2,2,1,0,1,0,0,0,0,"Bottan, Daria",41
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,6,4,4,1,5,5,2,1,1,2,0,0,0,0,"Szewerniak, Wojciech W",31
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,3,4,2,4,3,5,3,2,1,2,0,0,1,1,"Szewerniak, Wojciech W",30
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,4,5,6,5,2,3,1,3,2,0,1,1,1,0,"Szewerniak, Wojciech W",34
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,1,3,9,2,8,4,3,3,2,0,0,0,0,0,"Szewerniak, Wojciech W",35
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,0,4,7,5,3,5,3,2,0,0,0,0,1,0,"Ding, Chen",30
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,1,1,7,4,3,5,3,4,4,2,0,0,1,0,"Ding, Chen",35
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,2,4,10,5,5,0,2,1,1,2,1,0,0,0,"Ding, Chen",33
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,2,5,5,7,3,3,2,2,2,0,1,1,0,0,"Ding, Chen",33
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,2,2,7,8,6,6,0,5,4,2,1,1,0,1,"Quigley, David",44
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,2,0,12,5,6,7,3,2,2,1,0,2,1,0,"Quigley, David",43
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,0,2,7,3,8,4,6,2,4,1,1,1,2,0,"Quigley, David",41
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,5,8,7,7,3,1,3,3,2,2,1,0,1,0,"Gao, Xing",43
2015,Spring,2015-sp,ECON,102,Microeconomic Principles,Q,6,6,11,2,5,5,0,3,3,0,1,1,0,0,"Gao, Xing",43
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,3,7,2,2,8,4,2,3,3,1,1,0,1,0,"Set, Eric B",37
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,4,7,4,3,5,2,6,3,2,2,0,0,0,0,"Set, Eric B",38
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,1,5,2,5,7,2,5,4,0,1,2,0,2,1,"Set, Eric B",36
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,3,6,3,5,6,2,4,3,0,0,3,0,3,0,"Set, Eric B",38
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,1,5,1,2,4,9,1,9,0,3,0,1,1,0,"Zhang, Zheng",37
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,1,3,4,4,5,5,3,4,3,2,1,0,0,0,"Zhang, Zheng",35
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,0,6,4,1,3,2,2,6,4,2,1,0,5,0,"Zhang, Zheng",36
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,3,4,4,5,2,3,2,5,3,2,1,1,3,0,"Zhang, Zheng",38
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,3,5,2,4,6,4,3,3,4,0,0,1,4,0,"Sadayuki, Taisuke",39
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,1,8,5,2,5,3,3,5,2,1,2,0,1,0,"Sadayuki, Taisuke",38
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,2,1,4,5,3,7,8,3,1,1,1,0,3,0,"Sadayuki, Taisuke",39
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,3,5,2,1,3,6,6,2,3,2,0,0,1,2,"Sadayuki, Taisuke",34
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,0,7,5,3,5,3,0,3,1,4,2,0,1,0,"Schneider, Rodrigo A",34
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,1,4,4,4,5,5,1,6,3,2,1,0,1,0,"Schneider, Rodrigo A",37
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,1,2,2,2,7,3,5,2,6,4,2,0,2,0,"Schneider, Rodrigo A",38
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,3,5,6,4,4,5,2,1,2,0,1,0,5,0,"Sun, Lingling",38
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,0,4,4,3,8,4,2,5,1,4,2,1,1,0,"Sun, Lingling",39
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,3,10,4,5,2,5,3,2,0,0,0,1,3,1,"Sun, Lingling",38
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,1,2,3,4,6,6,7,3,3,1,0,0,1,1,"Sun, Lingling",37
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,0,2,3,7,5,9,1,3,1,1,3,1,1,1,"Kwak, Eunhye",37
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,0,5,2,5,4,4,1,7,0,1,2,1,0,2,"Kwak, Eunhye",32
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,4,4,3,3,11,5,1,3,1,1,3,0,1,0,"Chen, Yuci",40
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,0,1,3,4,3,7,5,5,4,3,4,0,1,0,"Chen, Yuci",40
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,1,5,3,1,8,10,2,3,0,0,3,0,1,1,"Wang, Xin",37
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,1,5,0,5,8,5,3,6,1,0,0,0,2,0,"Wang, Xin",36
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,1,4,1,3,8,4,2,5,1,0,1,2,4,0,"Wang, Xin",36
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,1,1,7,2,4,3,5,4,3,1,2,2,2,2,"Yang, Bei",37
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,Q,2,2,1,2,9,6,0,6,1,1,2,1,1,0,"Yang, Bei",34
2015,Spring,2015-sp,ECON,103,Macroeconomic Principles,LCD,1,4,4,0,5,7,4,1,4,0,3,0,0,0,"Malasquez Carbo, Eduardo",33
2015,Spring,2015-sp,ECON,202,Economic Statistics I,LAB,0,5,0,0,7,1,2,4,1,0,2,0,1,1,"Corredor Waldro, Adriana",23
2015,Spring,2015-sp,ECON,202,Economic Statistics I,LAB,2,12,2,1,8,0,1,3,1,0,2,0,1,0,"Corredor Waldro, Adriana",33
2015,Spring,2015-sp,ECON,202,Economic Statistics I,LAB,1,6,1,1,8,0,1,9,1,0,2,0,2,0,"Schultz, Colleen",32
2015,Spring,2015-sp,ECON,202,Economic Statistics I,LAB,1,10,1,1,5,2,1,6,0,0,3,0,2,0,"Schultz, Colleen",32
2015,Spring,2015-sp,ECON,202,Economic Statistics I,LAB,0,8,1,1,12,1,1,2,0,0,3,0,1,0,"Kim, Dongwoo",30
2015,Spring,2015-sp,ECON,202,Economic Statistics I,LAB,1,14,0,3,3,1,1,3,1,0,1,0,2,0,"Schultz, Colleen",30
2015,Spring,2015-sp,ECON,202,Economic Statistics I,LAB,1,8,1,1,12,1,1,3,0,0,2,0,0,0,"Schultz, Colleen",30
2015,Spring,2015-sp,ECON,202,Economic Statistics I,LAB,1,8,4,0,9,1,1,5,0,0,0,0,4,0,"Schultz, Colleen",33
2015,Spring,2015-sp,ECON,202,Economic Statistics I,LAB,1,4,3,0,11,1,0,4,1,1,3,0,1,0,"Schultz, Colleen",30
2015,Spring,2015-sp,ECON,202,Economic Statistics I,LAB,2,6,2,5,9,1,0,4,1,0,1,0,1,2,"Schultz, Colleen",32
2015,Spring,2015-sp,ECON,202,Economic Statistics I,LAB,0,10,1,1,9,1,1,4,1,0,3,0,0,0,"Schultz, Colleen",31
2015,Spring,2015-sp,ECON,202,Economic Statistics I,LAB,2,5,1,1,7,1,2,8,0,0,1,0,1,0,"Schultz, Colleen",29
2015,Spring,2015-sp,ECON,203,Economic Statistics II,LAB,2,2,3,2,3,3,3,5,1,1,2,0,0,1,"Heydari Bararde, Yashar",27
2015,Spring,2015-sp,ECON,203,Economic Statistics II,LAB,8,4,6,2,5,5,5,7,2,2,0,1,3,0,"Heydari Bararde, Yashar",50
2015,Spring,2015-sp,ECON,203,Economic Statistics II,LAB,2,1,7,2,1,7,6,10,2,6,1,1,6,0,"Fan, Rui",52
2015,Spring,2015-sp,ECON,203,Economic Statistics II,LAB,3,6,1,3,6,6,6,5,1,4,2,2,0,0,"Fan, Rui",45
2015,Spring,2015-sp,ECON,203,Economic Statistics II,LAB,3,0,2,8,10,4,7,4,3,2,3,1,4,1,"Fan, Rui",51
2015,Spring,2015-sp,ECON,203,Economic Statistics II,LAB,6,4,0,4,5,5,3,8,4,1,3,0,0,0,"Hashimoto, Kazuyuki",43
2015,Spring,2015-sp,ECON,203,Economic Statistics II,LAB,2,4,5,4,4,3,4,4,1,6,2,1,3,0,"Hashimoto, Kazuyuki",43
2015,Spring,2015-sp,ECON,203,Economic Statistics II,LAB,5,2,3,4,5,2,5,3,4,3,5,0,2,1,"Hashimoto, Kazuyuki",43
2015,Spring,2015-sp,ECON,203,Economic Statistics II,LAB,4,8,4,6,5,4,3,5,2,1,3,3,2,0,"Kim, Kwanghyun",50
2015,Spring,2015-sp,ECON,203,Economic Statistics II,LAB,5,5,3,1,8,4,6,5,0,5,0,2,2,0,"Kim, Kwanghyun",46
2015,Spring,2015-sp,ECON,203,Economic Statistics II,LAB,8,1,8,3,8,5,4,5,1,1,4,0,0,0,"Bottan, Nicolas L",48
2015,Spring,2015-sp,ECON,203,Economic Statistics II,LAB,6,7,2,6,9,5,2,3,1,2,2,1,1,1,"Bottan, Nicolas L",47
2015,Spring,2015-sp,ECON,203,Economic Statistics II,LAB,6,8,6,10,6,1,2,3,0,3,4,0,1,1,"Bottan, Nicolas L",50
2015,Spring,2015-sp,ECON,203,Economic Statistics II,LAB,6,8,7,12,4,6,4,2,1,2,1,0,1,0,"Sarhangian, Saeed",54
2015,Spring,2015-sp,ECON,203,Economic Statistics II,LAB,5,4,5,3,3,5,9,7,3,0,4,1,1,0,"Sarhangian, Saeed",50
2015,Spring,2015-sp,ECON,203,Economic Statistics II,LAB,10,4,5,4,1,4,2,5,6,2,4,1,4,1,"Sarhangian, Saeed",52
2015,Spring,2015-sp,ECON,220,Intl Economic Principles,LCD,2,0,4,5,1,1,3,2,1,1,3,1,4,0,"Leite Estanisla, Luiz Fel",28
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,3,3,2,4,2,2,4,1,1,0,2,2,2,0,"Shakiba, Mehdi",28
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,3,1,7,2,2,3,2,1,5,3,0,3,2,0,"Xu, Hui",34
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,1,3,5,3,3,4,0,0,6,3,1,0,0,1,"Xu, Hui",29
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,3,2,6,4,1,5,2,3,2,0,0,0,2,0,"Xu, Hui",30
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,1,1,5,1,3,7,1,0,3,0,2,0,3,0,"Shakiba, Mehdi",27
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,0,1,5,2,7,5,4,0,3,2,0,3,2,0,"Shakiba, Mehdi",34
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,2,1,6,6,0,4,1,4,2,1,1,1,2,0,"Shakiba, Mehdi",31
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,5,3,2,3,1,2,1,3,7,1,3,4,2,0,"Fang, Chiyuan",37
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,6,5,4,1,5,3,1,3,2,0,1,2,1,0,"Fang, Chiyuan",34
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,0,2,2,3,2,7,0,1,3,1,3,2,5,0,"Fang, Chiyuan",31
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,3,2,3,1,1,1,2,6,2,0,0,1,4,0,"Fang, Chiyuan",26
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,20,8,1,2,1,0,1,0,0,0,0,0,0,0,"Xu, Jianfeng",33
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,19,7,3,0,1,0,1,1,0,0,0,0,1,0,"Xu, Jianfeng",33
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,25,3,1,2,2,0,0,0,0,0,0,0,0,0,"Xu, Jianfeng",33
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,20,9,1,3,1,0,0,0,0,0,0,0,0,0,"Xu, Jianfeng",34
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,19,7,2,1,4,0,1,0,0,0,0,0,0,0,"Wen, Hui",34
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,20,7,1,0,2,0,3,0,0,0,0,0,1,0,"Wen, Hui",34
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,15,11,1,2,3,0,0,1,0,0,0,0,0,0,"Wen, Hui",33
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,12,12,3,2,3,0,1,0,0,0,0,0,0,0,"Wen, Hui",33
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,14,12,0,4,0,1,1,0,1,0,0,0,0,0,"Sahajdack, Thomas C",33
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,16,8,2,5,1,1,0,0,0,0,0,0,0,0,"Sahajdack, Thomas C",33
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,20,7,2,1,3,1,0,0,0,0,0,0,0,0,"Sahajdack, Thomas C",34
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,7,6,2,5,2,4,1,3,3,2,1,0,2,0,"Zuo, Bing",38
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,5,4,11,2,4,3,2,1,2,1,2,0,2,0,"Zuo, Bing",39
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,3,3,5,3,5,5,2,3,5,2,0,0,2,0,"Wu, Yue",38
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,1,6,5,5,1,4,4,0,6,0,0,0,1,1,"Wu, Yue",33
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,2,2,6,4,5,8,2,1,0,1,0,2,5,0,"Wu, Yue",38
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,2,4,2,2,3,9,1,1,6,1,1,1,2,1,"Zuo, Bing",35
2015,Spring,2015-sp,ECON,302,Inter Microeconomic Theory,DIS,2,3,3,3,3,9,3,2,2,0,0,0,5,0,"Zuo, Bing",35
2015,Spring,2015-sp,ECON,303,Inter Macroeconomic Theory,LCD,3,12,5,6,6,7,2,7,3,2,4,1,1,0,"Arvin-Rad, Hassan",59
2015,Spring,2015-sp,ECON,303,Inter Macroeconomic Theory,LCD,1,5,3,5,8,8,8,7,3,1,4,0,1,0,"Arvin-Rad, Hassan",54
2015,Spring,2015-sp,ECON,303,Inter Macroeconomic Theory,DIS,1,4,6,3,2,5,3,2,0,0,1,0,0,0,"Da Silva Cortes, Gustavo",27
2015,Spring,2015-sp,ECON,303,Inter Macroeconomic Theory,DIS,1,4,5,5,8,4,2,1,0,0,0,0,2,0,"Da Silva Cortes, Gustavo",32
2015,Spring,2015-sp,ECON,303,Inter Macroeconomic Theory,DIS,0,4,5,6,7,3,3,5,1,0,0,0,0,0,"Da Silva Cortes, Gustavo",34
2015,Spring,2015-sp,ECON,303,Inter Macroeconomic Theory,DIS,2,5,4,4,5,1,3,5,0,1,0,0,0,1,"Veras De Paiva, Henrique",30
2015,Spring,2015-sp,ECON,303,Inter Macroeconomic Theory,DIS,1,2,4,3,11,5,3,0,1,0,1,1,0,0,"Veras De Paiva, Henrique",32
2015,Spring,2015-sp,ECON,303,Inter Macroeconomic Theory,DIS,2,2,3,6,7,4,3,1,3,1,0,0,0,0,"Veras De Paiva, Henrique",32
2015,Spring,2015-sp,ECON,411,Public Sector Economics,LCD,5,8,3,8,2,8,6,5,6,2,3,0,3,1,"Arvin-Rad, Hassan",59
2015,Spring,2015-sp,ECON,420,International Economics,LCD,5,12,18,10,29,31,9,12,4,0,2,0,0,0,"Baer, Werner",132
2015,Spring,2015-sp,ECON,450,Development Economics,LCD,0,19,9,12,5,2,0,4,0,0,2,0,3,0,"Akresh, Richard S",56
2015,Spring,2015-sp,ECON,452,The Latin American Economies,LCD,11,49,18,36,65,21,29,21,0,0,0,0,0,1,"Baer, Werner",250
2015,Spring,2015-sp,ECON,462,Macroeconomic Policy,LCD,0,7,5,6,17,0,0,0,0,0,0,0,0,0,"Bilias, Yannis",35
2015,Spring,2015-sp,ECON,471,Intro to Applied Econometrics,LCD,0,8,11,15,8,3,4,2,3,0,0,0,1,0,"Yang, Lanwei J",55
2015,Spring,2015-sp,ECON,471,Intro to Applied Econometrics,LCD,1,14,10,12,9,4,0,0,0,0,0,1,0,0,"Hong, Seung-Hyun",51
2015,Spring,2015-sp,ECON,480,Industrial Comp and Monopoly,LCD,1,10,6,4,0,4,5,2,0,1,2,0,0,0,"Toossi, Ali",35
2015,Spring,2015-sp,ECON,480,Industrial Comp and Monopoly,LCD,18,14,11,7,0,4,0,0,4,0,1,0,2,0,"Marshall, Guillermo",61
2015,Spring,2015-sp,ECON,481,Govt Reg of Economic Activity,LCD,2,5,5,4,0,4,3,1,0,0,0,0,0,0,"Qiu, Ziyi",24
2015,Spring,2015-sp,ECON,484,Law and Economics,LCD,4,8,2,2,7,4,3,8,4,1,7,0,4,1,"Carlson, Jeffrey L",54
2015,Spring,2015-sp,ECON,490,Auctions,LCD,2,16,9,3,8,2,0,0,0,0,0,0,0,0,"Shafer, Rachel C",40
2015,Spring,2015-sp,ECON,490,Economic Growth,LCD,1,5,12,2,5,3,2,3,1,1,1,0,0,0,"Baerlocher Carv, Diogo",36
2015,Spring,2015-sp,ECON,490,Game Theory,LCD,7,10,6,4,8,0,0,4,0,1,0,1,1,0,"Fung, Juan F",42
2015,Spring,2015-sp,ECON,490,Monetary Economics,LCD,3,5,3,12,9,5,1,0,0,0,0,0,0,0,"Zhao, Rui",38
2015,Spring,2015-sp,ECON,490,Israeli Economy,LCD,0,22,3,3,7,0,0,0,0,0,0,0,0,0,"Gottheil, Fred M",35
2015,Spring,2015-sp,ECON,490,International Finance,LCD,6,8,0,8,7,3,2,0,0,0,0,0,0,0,"Bebczuk, Ricardo N",34
2015,Spring,2015-sp,ECON,490,Economics of Coordination,LCD,0,5,5,3,6,4,3,0,0,0,1,0,0,1,"Toossi, Ali",27
2015,Spring,2015-sp,ECON,490,American Economic History,LCD,9,4,8,10,8,1,2,1,3,0,0,0,2,0,"DiIanni, Isaac",48
2015,Spring,2015-sp,ECON,501,Macroeconomics,LEC,4,5,5,4,0,1,2,0,0,0,0,0,0,0,"Esfahani, Hadi S",21
2015,Spring,2015-sp,ECON,503,Econometrics,LEC,1,16,12,15,3,0,0,0,0,0,0,0,0,0,"Bera, Anil K",47
2015,Spring,2015-sp,ECON,503,Econometrics,LEC,0,16,6,6,1,0,0,0,0,0,0,0,0,0,"Bera, Anil K",29
2015,Spring,2015-sp,ECON,511,Public Goods Theory,LCD,1,3,8,5,5,1,0,0,0,0,0,0,0,0,"Albouy, David Y",23
2015,Spring,2015-sp,ECON,516,Monetary Theory,LCD,7,10,1,11,11,2,0,1,0,0,0,0,0,0,"Bebczuk, Ricardo N",43
2015,Spring,2015-sp,ECON,528,Microeconomics for Business,LCD,13,18,10,7,4,1,2,0,0,0,0,0,0,1,"Esfahani, Hadi S",55
2015,Spring,2015-sp,ECON,533,Microeconomic Theory II,LEC,2,5,3,6,6,0,0,0,0,0,0,0,0,0,"Williams, Steven R",22
2015,Spring,2015-sp,ECON,535,Econometric Analysis II,LEC,4,5,5,14,5,2,0,0,0,0,0,0,0,0,"Bilias, Yannis",35
2015,Spring,2015-sp,EIL,422,Engl Grammar for ESL Teachers,LCD,5,14,5,3,2,0,0,0,0,0,0,0,0,1,"Schreiner, Sylvia L",29
2015,Spring,2015-sp,EIL,460,Principles of Language Testing,LCD,1,12,11,2,3,0,0,0,0,0,0,0,0,0,"Walters, Francis S",29
2015,Spring,2015-sp,ENG,333,"Creativity, Innovation, Vision",LCD,4,12,2,3,1,0,1,0,0,0,0,0,0,0,"Litchfield, J B",23
2015,Spring,2015-sp,ENG,360,Lect in Engrg Entrepreneurship,LCD,77,26,4,1,6,0,3,0,3,0,0,0,0,0,"Durack, Gary P",120
2015,Spring,2015-sp,ENG,398,Honduras Water Project,LCD,3,13,3,1,1,0,0,0,0,0,0,0,0,0,"Witmer, Ann-Perry",21
2015,Spring,2015-sp,ENG,466,High-Tech Venture Marketing,LCD,0,9,5,3,2,0,0,1,0,0,0,1,0,0,"Shabbir, Muhammad S",21
2015,Spring,2015-sp,ENG,471,Seminar Energy & Sustain Engrg,LCD,1,22,18,7,1,0,0,0,0,0,0,0,1,1,"Abelson, John R",50
2015,Spring,2015-sp,ENG,565,Technol Innovation & Strategy,LCD,0,16,4,0,1,0,0,0,0,0,0,0,0,0,"Chopra, Sanjiv",21
2015,Spring,2015-sp,ENG,566,Finance for Engineering Mgmt,LCD,0,21,0,0,0,0,0,1,0,0,0,0,0,0,"Lilly, Brian P",22
2015,Spring,2015-sp,ENG,571,Theory Energy & Sustain Engrg,LCD,12,11,4,2,0,0,0,0,0,0,0,0,0,0,"Singer, Clifford E",29
2015,Spring,2015-sp,ENGL,101,Intro to Poetry,LCD,0,2,7,5,5,5,0,0,0,0,0,0,0,0,"Saville, Julia F",24
2015,Spring,2015-sp,ENGL,103,Intro to Fiction,LCD,0,6,9,5,2,1,0,0,0,0,0,0,0,0,"Labella, John B",23
2015,Spring,2015-sp,ENGL,103,Intro to Fiction,LCD,0,3,1,6,0,4,2,3,2,0,1,0,4,0,"Morris, David",26
2015,Spring,2015-sp,ENGL,104,Intro to Film,LCD,0,5,6,2,6,1,1,1,0,0,0,0,0,0,"Larabee, Melissa K",22
2015,Spring,2015-sp,ENGL,104,Intro to Film,LCD,0,4,4,3,6,3,1,2,0,0,0,0,3,0,"Slobodnik, Sydney J",26
