Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,Students
2019,Fall,2019-fa,RST,210,Management in RST,LCD,1,13,23,17,31,11,5,6,1,0,0,0,0,0,"Liechty, Toni",108
2019,Fall,2019-fa,RST,230,Diversity in RST,LCD,14,57,14,12,24,5,4,7,1,0,0,0,0,0,"Stodolska, Monika",138
2019,Fall,2019-fa,RST,242,Nature and American Culture,ONL,0,569,0,0,35,0,0,15,0,0,0,0,11,0,"Farr, Jeffrey R",630
2019,Fall,2019-fa,RST,242,Nature and American Culture,ONL,0,557,0,0,74,0,0,36,0,0,8,0,26,2,"Farr, Jeffrey R",701
2019,Fall,2019-fa,RST,255,Ethical Issues in RST,LCD,1,13,0,0,13,0,0,0,0,0,0,0,0,0,"Hardin, Donald R",27
2019,Fall,2019-fa,RST,255,Ethical Issues in RST,LCD,0,21,0,0,16,0,0,8,0,0,4,0,3,0,"Hardin, Donald R",52
2019,Fall,2019-fa,RST,260,Disability in RST,ONL,111,40,22,18,19,10,4,5,3,1,1,3,33,1,"Lefevour, Kelsey M",270
2019,Fall,2019-fa,RST,316,Leisure and Human Development,LCD,1,16,7,6,5,3,2,4,0,1,1,0,1,0,"Wachter, Cynthia J",47
2019,Fall,2019-fa,RST,325,Marketing in RST,LCD,2,6,10,4,11,13,5,7,3,1,0,0,2,0,"Zou, Suiwen",64
2019,Fall,2019-fa,RST,335,Leisure and Consumer Culture,LCD,9,10,6,3,7,2,2,6,0,1,1,0,0,0,"Wachter, Cynthia J",47
2019,Fall,2019-fa,RST,340,Facility Management in RST,LCD,13,27,6,2,7,0,1,1,0,0,0,0,0,0,"Deterding, Robyn M",57
2019,Fall,2019-fa,RST,354,Legal Aspects of Sport,LCD,1,10,9,1,14,10,5,4,2,1,0,1,0,0,"Emkes, Kyle J",58
2019,Fall,2019-fa,RST,370,Research Methods & Analysis,LCD,7,14,11,8,8,3,2,2,3,0,2,3,1,0,"Berdychevsky Ku, Yelyzave",64
2019,Fall,2019-fa,RST,410,Strategic Thinking in RST,LCD,0,6,3,10,13,11,6,6,1,4,1,0,1,0,"Woolf, Julian R",62
2019,Fall,2019-fa,RST,429,Contemporary Issues in RST,LCD,0,12,3,6,14,4,2,2,0,0,0,0,0,0,"Stewart, William P",43
2019,Fall,2019-fa,RST,430,Sport & Development,LCD,12,9,17,10,12,2,3,1,1,0,0,0,0,0,"Chung, Mi Ryoung",67
2019,Fall,2019-fa,RST,460,Event Management in RST,LCD,5,31,2,6,9,1,2,1,0,0,0,0,0,0,"Deterding, Robyn M",57
2019,Fall,2019-fa,RST,465,Event Implementation in RST,LCD,0,9,5,2,6,2,3,1,0,0,0,0,0,0,"Raycraft, Michael",28
2019,Fall,2019-fa,RST,480,Orientation to Practicum,LCD,0,20,9,9,4,0,2,1,0,0,0,0,0,0,"Kaczorowski, John N",45
2019,Fall,2019-fa,SBC,500,SBC Essentials,ONL,0,36,3,3,0,0,0,0,0,0,0,0,0,0,"Meron, Shachar",42
2019,Fall,2019-fa,SBC,501,Strat Branding: Global Persp,ONL,10,10,10,4,5,1,1,0,1,0,0,0,0,0,"Torelli, Carlos J",42
2019,Fall,2019-fa,SBC,502,Essentials of Business Mgmt,ONL,12,15,11,2,2,1,0,0,0,0,0,0,0,0,"Raquel, Steve A",43
2019,Fall,2019-fa,SBC,511,Strat. Analytics & Data Visual,ONL,18,9,9,1,1,0,0,0,0,0,0,0,1,0,"Sachdev, Vishal",39
2019,Fall,2019-fa,SBC,512,Professional SBC Capstone Proj,ONL,0,34,0,1,0,0,0,0,0,0,0,0,1,0,"White, Tiffany B",36
2019,Fall,2019-fa,SCAN,251,Viking Mythology,DIS,4,8,3,3,4,3,1,2,0,0,1,1,1,0,"LaBare, Gabrielle K",31
2019,Fall,2019-fa,SCAN,251,Viking Mythology,DIS,9,8,1,0,4,3,1,3,0,0,1,0,0,1,"Cornell, Megan E",30
2019,Fall,2019-fa,SCAN,251,Viking Mythology,DIS,20,6,0,1,2,0,0,0,1,1,0,0,1,0,"Cornell, Megan E",32
2019,Fall,2019-fa,SCAN,251,Viking Mythology,DIS,5,7,3,2,2,3,0,2,0,1,0,0,1,0,"LaBare, Gabrielle K",26
2019,Fall,2019-fa,SCAN,251,Viking Mythology,DIS,16,3,0,0,3,0,1,1,0,0,0,0,1,0,"Cornell, Megan E",25
2019,Fall,2019-fa,SCAN,252,Viking Sagas in Translation,LCD,3,10,4,3,4,1,0,1,0,0,0,0,0,0,"Malekin, Bjorn",26
2019,Fall,2019-fa,SE,100,Introduction to ISE,LCD,97,21,13,0,9,6,0,0,0,0,0,0,2,0,"Krishnan, Girish",148
2019,Fall,2019-fa,SE,261,Business Side of Engineering,LCD,18,18,12,21,5,5,5,1,0,0,1,0,0,0,"Sowers, Richard B",86
2019,Fall,2019-fa,SE,310,Dsgn of Structures & Mechanism,LCD,0,9,15,20,9,11,8,4,1,1,0,0,2,0,"Kim, Harrison H",80
2019,Fall,2019-fa,SE,320,Control Systems,LCD,4,14,18,14,7,8,2,2,0,0,0,0,1,0,"Etesami, Seyed Rasoul",70
2019,Fall,2019-fa,SE,361,Emotional Intelligence Skills,LCD,0,3,11,7,2,2,0,1,0,0,0,0,0,0,"Spencer, Gayle",26
2019,Fall,2019-fa,SE,400,Engineering Law,LCD,0,13,21,13,3,2,1,0,0,0,0,0,0,0,"Barich, Joseph M",53
2019,Fall,2019-fa,SE,402,Comp-Aided Product Realization,LAB,0,7,9,2,1,2,1,0,0,0,0,0,0,0,"Leake, James M",22
2019,Fall,2019-fa,SE,410,Component Design,LCD,3,4,5,3,5,3,2,3,2,1,0,0,0,0,"Li, Yumeng",31
2019,Fall,2019-fa,SE,420,Digital Control Systems,LCD,4,3,9,2,3,1,0,0,0,1,0,0,0,0,"Stipanovic, Dusan M",23
2019,Fall,2019-fa,SE,450,Decision Analysis I,LCD,1,11,4,6,1,5,2,0,1,0,2,0,0,0,"Wang, Pingfeng",33
2019,Fall,2019-fa,SE,494,Senior Engineering Project I,LBD,0,37,15,7,0,0,0,1,0,0,0,0,0,0,"Wildblood, Harry S",60
2019,Fall,2019-fa,SE,495,Senior Engineering Project II,LAB,7,40,5,6,1,0,0,1,0,0,0,0,0,0,"Wildblood, Harry S",60
2019,Fall,2019-fa,SHS,120,"Child, Comm, & Lang Ability",ONL,0,74,0,0,10,0,0,5,0,0,2,0,3,0,"Wachtel, Jayne M",94
2019,Fall,2019-fa,SHS,120,"Child, Comm, & Lang Ability",ONL,0,65,0,0,15,0,0,5,0,0,0,0,0,0,"Wachtel, Jayne M",85
2019,Fall,2019-fa,SHS,120,"Child, Comm, & Lang Ability",ONL,0,76,0,0,12,0,0,3,0,0,1,0,2,0,"Wachtel, Jayne M",94
2019,Fall,2019-fa,SHS,120,"Child, Comm, & Lang Ability",ONL,0,65,0,0,16,0,0,3,0,0,0,0,0,0,"Wachtel, Jayne M",84
2019,Fall,2019-fa,SHS,120,"Child, Comm, & Lang Ability",ONL,0,60,0,0,23,0,0,3,0,0,1,0,2,1,"Wachtel, Jayne M",89
2019,Fall,2019-fa,SHS,120,"Child, Comm, & Lang Ability",ONL,0,40,0,0,25,0,0,8,0,0,2,0,6,0,"Wachtel, Jayne M",81
2019,Fall,2019-fa,SHS,121,American Sign Language I,LCD,0,16,2,2,0,0,0,1,0,0,0,0,0,0,"Colon, Carlos",21
2019,Fall,2019-fa,SHS,170,Intro Hum Comm Sys & Disorders,LCD,47,44,18,4,16,4,3,5,1,2,1,0,0,0,"Lydon, Elizabeth A",145
2019,Fall,2019-fa,SHS,221,American Sign Language II,LCD,1,12,1,0,2,2,0,2,1,0,2,0,0,0,"Dramin Weiss, Susan M",23
2019,Fall,2019-fa,SHS,222,Lang&Culture Deaf Communities,ONL,28,34,10,6,2,0,2,0,0,0,0,1,0,0,"Davies Brenier, Laura",83
2019,Fall,2019-fa,SHS,222,Lang&Culture Deaf Communities,ONL,10,16,8,0,5,4,0,0,0,1,0,0,0,0,"Davies Brenier, Laura",44
2019,Fall,2019-fa,SHS,280,Communication Neuroscience,LCD,4,10,14,9,11,17,6,0,1,1,0,2,1,0,"Aronoff, Justin E",76
2019,Fall,2019-fa,SHS,300,Anat & Physiol Spch Mechanism,LCD,6,16,10,6,11,6,2,3,1,0,1,0,0,0,"Ishikawa, Keiko",62
2019,Fall,2019-fa,SHS,320,Development of Spoken Language,LCD,12,40,11,14,18,7,6,8,0,0,0,1,0,0,"Channell, Marie M",117
2019,Fall,2019-fa,SHS,333,Child Neurodev Disorders,LCD,3,8,14,6,8,1,0,1,0,0,0,0,0,0,"Hahn, Laura J",41
2019,Fall,2019-fa,SHS,375,Comm Partners & Health,DIS,18,2,3,1,0,0,0,1,0,0,0,0,0,0,"Olson, Jaime L",25
2019,Fall,2019-fa,SHS,375,Comm Partners & Health,DIS,18,2,0,1,0,0,0,0,0,0,0,0,1,0,"Olson, Jaime L",22
2019,Fall,2019-fa,SHS,450,Intro Audiol & Hear Disorders,LCD,16,18,8,5,8,1,2,1,1,0,0,0,0,0,"Mertes, Ian B",60
2019,Fall,2019-fa,SHS,451,Aural Rehab Children to Adults,LCD,0,54,10,6,7,1,0,1,0,0,0,0,0,0,"Thomas, Jean",79
2019,Fall,2019-fa,SHS,470,Neural Bases Spch Lang,LCD,0,22,9,2,0,1,0,0,0,0,0,0,0,0,"Monson, Brian",34
2019,Fall,2019-fa,SHS,511,Asst & Mgmt of Voice Disorders,LCD,1,17,4,3,3,0,0,0,0,0,0,0,0,0,"Ishikawa, Keiko",28
2019,Fall,2019-fa,SHS,532,Lang Disorders Schl-Age Child,LCD,7,14,0,0,1,0,0,0,0,0,0,0,0,0,"Parsons, Cynthia J",22
2019,Fall,2019-fa,SHS,534,Aphasia and Related Disorders,LCD,0,14,4,1,3,0,0,0,0,0,0,0,0,0,"Hengst, Julie A",22
2019,Fall,2019-fa,SHS,572,Counseling in Comm Disorders,LEC,4,12,4,1,5,0,0,0,0,0,0,0,0,0,"Hengst, Julie A",26
2019,Fall,2019-fa,SLAV,117,Russ & E Euro Science Fiction,LCD,0,16,3,1,6,0,0,0,0,0,0,0,0,0,"Tempest, Richard V",26
2019,Fall,2019-fa,SOC,100,Introduction to Sociology,DIS,1,14,3,3,4,1,2,0,1,0,0,0,1,0,"Avalos, Miguel A",30
2019,Fall,2019-fa,SOC,100,Introduction to Sociology,DIS,2,9,3,2,2,6,3,0,1,0,1,0,0,0,"Hernandez, Jessennya",29
2019,Fall,2019-fa,SOC,100,Introduction to Sociology,DIS,1,2,3,5,8,3,2,1,0,0,0,0,0,0,"Elmeligy, Nehal M",25
2019,Fall,2019-fa,SOC,100,Introduction to Sociology,DIS,3,10,4,4,3,1,1,0,0,0,0,0,0,0,"Levine, Patrick A",26
2019,Fall,2019-fa,SOC,100,Introduction to Sociology,DIS,0,9,2,4,6,2,1,2,3,0,1,0,1,0,"Elmeligy, Nehal M",31
2019,Fall,2019-fa,SOC,100,Introduction to Sociology,DIS,2,7,4,7,7,0,1,1,0,0,0,0,0,0,"Hernandez, Jessennya",29
2019,Fall,2019-fa,SOC,100,Introduction to Sociology,DIS,0,5,2,3,4,2,2,4,1,0,0,0,0,0,"Hernandez, Jessennya",23
2019,Fall,2019-fa,SOC,100,Introduction to Sociology,DIS,2,5,9,5,6,1,2,0,0,0,0,0,0,0,"Thomas, Merin A",30
2019,Fall,2019-fa,SOC,100,Introduction to Sociology,DIS,3,7,6,2,3,2,0,0,0,0,0,0,0,1,"Levine, Patrick A",23
2019,Fall,2019-fa,SOC,100,Introduction to Sociology,DIS,1,6,5,8,4,3,2,0,1,0,0,0,1,0,"Thomas, Merin A",31
2019,Fall,2019-fa,SOC,100,Introduction to Sociology,DIS,0,7,8,3,7,3,0,0,0,0,0,0,1,0,"Thomas, Merin A",29
2019,Fall,2019-fa,SOC,100,Introduction to Sociology,DIS,1,2,5,4,4,3,3,1,0,1,0,0,2,0,"Alexander, Alishia",26
2019,Fall,2019-fa,SOC,100,Introduction to Sociology,DIS,1,6,7,5,3,2,0,3,0,0,0,0,1,0,"Elmeligy, Nehal M",28
2019,Fall,2019-fa,SOC,100,Introduction to Sociology,DIS,6,5,7,4,1,2,0,1,0,1,0,0,0,1,"Levine, Patrick A",27
2019,Fall,2019-fa,SOC,100,Introduction to Sociology,DIS,0,6,5,8,3,2,2,0,1,0,0,0,1,0,"Alexander, Alishia",28
2019,Fall,2019-fa,SOC,100,Introduction to Sociology,LCD,3,11,5,6,13,4,2,4,0,0,0,1,4,0,"Peach, Matthew",53
2019,Fall,2019-fa,SOC,100,Introduction to Sociology,ONL,0,46,5,2,0,0,0,2,0,0,0,0,0,0,"Steward, Daniel J",55
2019,Fall,2019-fa,SOC,101,Sociology of Gender,ONL,8,13,8,9,8,2,0,3,1,3,0,1,2,0,"Krueger, Julie C",58
2019,Fall,2019-fa,SOC,160,Global Ineq and Social Change,LEC,0,10,9,10,7,10,8,5,1,1,0,0,0,0,"Leicht, Kevin",61
2019,Fall,2019-fa,SOC,162,Intro to Intl Health Policy,LEC,0,0,3,2,7,6,0,3,0,0,1,0,1,0,"Clarke, Caitlin L",23
2019,Fall,2019-fa,SOC,163,Social Problems,LEC,7,13,8,5,5,5,5,2,3,1,0,1,0,0,"Akresh, Ilana R",55
2019,Fall,2019-fa,SOC,200,Intro to Sociological Theory,LCD,6,24,15,6,11,7,1,3,3,1,0,0,0,0,"Peach, Matthew",77
2019,Fall,2019-fa,SOC,225,Race and Ethnicity,LEC,0,17,8,4,5,1,0,2,0,0,0,0,0,0,"Schneider, Matthew J",37
2019,Fall,2019-fa,SOC,270,Global Demography,ONL,2,9,2,7,4,2,3,7,2,2,2,4,1,2,"Buckley, Cynthia",47
2019,Fall,2019-fa,SOC,275,Criminology,LEC,2,17,23,7,4,6,2,1,2,1,0,0,3,0,"Atiles Osoria, Jose",68
2019,Fall,2019-fa,SOC,275,Criminology,ONL,0,19,5,3,2,2,0,1,0,0,0,0,0,0,"Lee, Meggan J",32
2019,Fall,2019-fa,SOC,275,Criminology,ONL,0,23,0,2,4,0,4,1,0,3,0,1,0,0,"Singh, Ajay",38
2019,Fall,2019-fa,SOC,280,Intro to Social Statistics,Q,1,6,1,4,3,1,1,1,2,0,2,0,2,0,"Akresh, Ilana R",24
2019,Fall,2019-fa,SOC,310,Sociology of Deviance,LEC,0,38,7,7,6,0,0,6,0,0,1,0,0,0,"Steward, Daniel J",65
2019,Fall,2019-fa,SOC,378,Sociology of Law,LEC,1,17,10,3,4,3,2,1,0,0,0,1,5,0,"Atiles Osoria, Jose",47
2019,Fall,2019-fa,SOC,380,Social Research Methods,Q,0,9,3,0,6,3,0,3,0,0,3,0,0,0,"Steward, Daniel J",27
2019,Fall,2019-fa,SOC,380,Social Research Methods,Q,1,12,4,4,4,1,0,1,0,0,0,0,0,0,"Steward, Daniel J",27
2019,Fall,2019-fa,SOCW,101,SOCW Orientation Seminar,LCD,19,16,5,3,3,2,2,1,1,0,1,0,2,0,"Wilson Smith, Carol J",55
2019,Fall,2019-fa,SOCW,200,Introduction to Social Work,LCD,1,9,11,9,3,3,2,1,1,0,0,0,2,0,"Earls Larrison, Tara",42
2019,Fall,2019-fa,SOCW,200,Introduction to Social Work,LCD,3,8,10,9,4,4,0,3,0,0,1,0,3,0,"Earls Larrison, Tara",45
2019,Fall,2019-fa,SOCW,200,Introduction to Social Work,LCD,7,6,13,6,2,2,2,0,1,1,1,0,2,0,"Dunlap Johnson, Kenna E",43
2019,Fall,2019-fa,SOCW,225,Intro Stat for Social Work,LEC,3,8,4,2,4,2,1,1,1,0,0,0,0,1,"Garthe, Rachel C",26
2019,Fall,2019-fa,SOCW,240,Death & Dying,LCD,3,6,8,4,2,1,3,1,2,0,0,0,0,0,"Andrade, Flavia C",30
2019,Fall,2019-fa,SOCW,240,Death & Dying,LCD,4,6,3,3,3,1,1,2,1,2,1,0,2,0,"Andrade, Flavia C",29
2019,Fall,2019-fa,SOCW,297,Asian Families in America,LCD,0,37,1,0,1,0,0,0,0,0,0,0,0,0,"Balgopal, Anita A",39
2019,Fall,2019-fa,SOCW,300,Diversity: Identities & Issues,LCD,2,28,9,4,6,3,3,2,0,0,0,0,1,1,"Carter-Black, Janet D",58
2019,Fall,2019-fa,SOCW,300,Diversity: Identities & Issues,LCD,2,36,5,4,3,2,3,1,1,0,0,0,2,1,"Goffnett, Jacob M",59
2019,Fall,2019-fa,SOCW,360,Social Work and the Military,ONL,4,17,2,0,3,1,0,1,0,0,1,0,0,0,"Crowell, Dennis J",29
2019,Fall,2019-fa,SOCW,400,Generalist SW Practice Methods,ONL,1,15,6,0,0,2,0,0,0,0,0,0,0,0,"Leytham Powell, Tara",24
2019,Fall,2019-fa,SOCW,400,Generalist SW Practice Methods,ONL,1,15,3,2,3,0,0,0,0,0,0,0,0,0,"Mauck, Carol W",24
2019,Fall,2019-fa,SOCW,400,Generalist SW Practice Methods,ONL,0,24,0,0,1,0,0,0,0,0,0,0,0,0,"Harden, Kimberly L",25
2019,Fall,2019-fa,SOCW,401,Practice I,LCD,1,13,5,3,1,0,0,0,0,0,0,0,1,1,"Wilson Smith, Carol J",24
2019,Fall,2019-fa,SOCW,401,Practice I,LCD,0,17,4,1,1,1,0,0,0,0,0,0,0,0,"Wilson Smith, Carol J",24
2019,Fall,2019-fa,SOCW,402,Practice II,LCD,0,6,7,7,2,1,0,0,0,0,0,0,0,1,"Miller, Deserai L",23
2019,Fall,2019-fa,SOCW,403,Practice III,LEC,0,15,5,2,1,1,0,0,0,0,0,0,0,0,"Sinha, Gaurav R",24
2019,Fall,2019-fa,SOCW,403,Practice III,LEC,0,15,4,1,0,1,2,0,0,0,0,0,0,0,"Sinha, Gaurav R",23
2019,Fall,2019-fa,SOCW,403,Practice III,LEC,0,19,2,0,1,0,2,0,0,0,0,0,0,0,"Candler, Demetria L",24
2019,Fall,2019-fa,SOCW,410,Social Welfare Pol and Svcs,LEC,0,20,0,0,1,0,0,0,0,0,0,0,0,1,"Wegmann, Kate M",21
2019,Fall,2019-fa,SOCW,410,Social Welfare Pol and Svcs,LEC,0,19,0,0,6,0,0,2,0,0,0,0,0,0,"Schneider, William J",27
2019,Fall,2019-fa,SOCW,416,Child Welfare Issues & Trends,ONL,0,15,2,1,4,1,0,0,0,0,0,0,1,0,"Lindsey, Brenda C",24
2019,Fall,2019-fa,SOCW,420,Subst Use in Social Context,LCD,5,14,4,1,3,1,0,0,0,0,0,0,0,0,"Bennett, Kyle M",28
2019,Fall,2019-fa,SOCW,427,Social Work Research Methods,ONL,5,9,6,5,3,1,0,0,0,0,0,0,0,0,"Shepke, Frank T",29
2019,Fall,2019-fa,SOCW,427,Social Work Research Methods,ONL,4,9,9,1,1,0,0,0,1,0,0,0,0,0,"Shepke, Frank T",25
2019,Fall,2019-fa,SOCW,427,Social Work Research Methods,LCD,2,4,7,5,5,1,0,0,0,0,0,0,0,1,"Li, Hong",24
2019,Fall,2019-fa,SOCW,427,Social Work Research Methods,LCD,10,12,4,3,0,1,0,0,0,0,0,0,0,0,"Clary, Kelly L",30
2019,Fall,2019-fa,SOCW,451,HBSE I: Human Development,ONL,14,8,0,1,2,1,0,1,0,0,0,0,1,0,"Cintron, Valerie",28
2019,Fall,2019-fa,SOCW,451,HBSE I: Human Development,ONL,14,3,1,4,2,0,1,0,1,0,0,0,2,0,"Cintron, Valerie",28
2019,Fall,2019-fa,SOCW,455,Social Work with Women,LCD,2,27,0,0,2,0,0,0,0,0,0,0,0,0,"Kingery, Linda S",31
2019,Fall,2019-fa,SOCW,461,Prof Practice Seminar I,LEC,0,20,1,0,0,1,0,0,0,0,0,0,0,1,"Faulkner, Sherrie M",22
2019,Fall,2019-fa,SOCW,461,Prof Practice Seminar I,LEC,0,17,2,0,1,0,1,1,0,0,0,0,0,0,"Rice, Kimberly S",22
2019,Fall,2019-fa,SOCW,461,Prof Practice Seminar I,LEC,0,19,1,1,2,0,0,0,0,0,0,0,0,0,"Munoz-Najar, Julie L",23
2019,Fall,2019-fa,SOCW,505,Behav and Cogn Methods for SW,LCD,14,4,4,1,0,0,0,0,0,0,0,0,0,0,"Cintron, Valerie",23
2019,Fall,2019-fa,SOCW,509,Adv Clin Assess & Interviewing,LCD,9,15,0,1,0,0,0,0,0,0,0,0,0,0,"Cherry, Monica D",25
2019,Fall,2019-fa,SOCW,541,Clinical Research Seminar,LCD,3,21,2,0,0,0,0,1,0,0,0,0,0,0,"Tan, Kevin P",27
2019,Fall,2019-fa,SOCW,542,Program Evaluation,ONL,0,16,1,4,1,0,0,0,0,0,0,0,0,0,"Mulvey, Philip W",22
2019,Fall,2019-fa,SOCW,542,Program Evaluation,ONL,0,11,4,0,3,1,1,0,0,0,1,0,2,0,"Mulvey, Philip W",23
2019,Fall,2019-fa,SOCW,552,HBSE II: Mental Disorders,LCD,0,19,6,2,1,1,0,0,0,0,0,0,0,0,"Shea, Timothy M",29
2019,Fall,2019-fa,SOCW,554,Inequalities In A Diverse Scty,LCD,4,18,2,2,1,1,0,0,0,0,0,0,0,0,"Minarik, Joseph D",28
2019,Fall,2019-fa,SOCW,561,Applied Int Care Seminar,ONL,26,5,1,1,0,0,0,0,0,1,0,0,0,0,"Dunlap Johnson, Kenna E",34
2019,Fall,2019-fa,SOCW,589,Social Work and the Law,ONL,15,5,3,0,0,0,0,0,0,0,0,0,1,0,"Gurin, William",24
2019,Fall,2019-fa,SOCW,589,Social Work and the Law,ONL,13,6,1,1,2,0,0,1,0,0,0,0,0,0,"Gurin, William",24
2019,Fall,2019-fa,SOCW,589,Social Work and the Law,LCD,0,14,6,6,3,0,0,0,0,0,0,0,0,0,"Kopels, Sandra L",29
2019,Fall,2019-fa,SOCW,589,Social Work and the Law,LCD,0,12,7,1,2,0,0,0,0,0,0,0,0,0,"Kopels, Sandra L",22
2019,Fall,2019-fa,SPAN,246,Gender&Sexuality Latina/o Lit,LCD,5,8,4,2,4,0,3,0,1,0,0,0,1,0,"Cervantes, Vincent D",28
2019,Fall,2019-fa,SPAN,307,Bilingualism,LCD,6,8,0,3,3,1,0,0,0,0,0,0,0,0,"Bowles, Melissa A",21
2019,Fall,2019-fa,SPAN,308,Spanish in the United States,LCD,12,7,2,1,2,0,0,0,0,0,0,0,1,0,"Beristain Muril, Ander",25
2019,Fall,2019-fa,SPAN,308,Spanish in the United States,LCD,4,5,4,0,2,3,1,0,0,0,1,1,0,0,"Yarrington, Kara M",21
2019,Fall,2019-fa,SPED,117,The Culture of Disability,ONL,0,257,0,0,57,0,0,8,0,0,3,0,7,2,"Carey, Yvonne A",332
2019,Fall,2019-fa,SPED,117,The Culture of Disability,ONL,0,271,0,0,56,0,0,9,0,0,4,0,1,1,"Carey, Yvonne A",341
2019,Fall,2019-fa,SPED,405,Gen Educator's Role in SPED,LCD,0,56,0,0,6,0,0,2,0,0,0,0,0,0,"Bentz, Johnell L",64
2019,Fall,2019-fa,SPED,405,Gen Educator's Role in SPED,LCD,0,71,16,12,4,1,4,0,0,0,0,0,0,0,"Wolowiec-Fisher, Kimberly",108
2019,Fall,2019-fa,SPED,444,Career Dev & Transition,LCD,15,10,1,4,0,0,0,0,0,0,0,0,0,0,"Rooney, Magen A",30
2019,Fall,2019-fa,SPED,446,Curriculum Development I,LCD,0,27,0,0,2,0,0,0,0,0,0,0,0,0,"Light Shriner, Cheryl L",29
2019,Fall,2019-fa,SPED,450,Introduction to ECSE,LCD,0,15,5,0,1,2,0,0,0,0,0,0,0,0,"Thomas, Dawn V",23
2019,Fall,2019-fa,SPED,461,AAC and Literacy,LCD,8,13,7,2,0,0,0,0,0,0,0,0,0,0,"Wolowiec-Fisher, Kimberly",30
2019,Fall,2019-fa,SPED,470,Learning Environments I,LCD,0,28,0,0,1,0,0,0,0,0,0,0,0,0,"Shriner, James G",29
2019,Fall,2019-fa,SPED,471,Learning Environments II,LCD,0,28,0,0,4,0,0,0,0,0,0,0,0,0,"Light Shriner, Cheryl L",32
2019,Fall,2019-fa,SPED,517,Disability Issues in SPED,LCD,0,25,0,1,2,0,0,1,0,0,1,0,0,0,"Bentz, Johnell L",30
2019,Fall,2019-fa,STAT,100,Statistics,ONL,69,105,63,70,49,25,31,25,12,4,10,1,13,2,"Flanagan, Karle A",477
2019,Fall,2019-fa,STAT,100,Statistics,LCD,71,143,95,64,60,36,31,24,19,19,14,5,8,4,"Flanagan, Karle A",589
2019,Fall,2019-fa,STAT,100,Statistics,ONL,19,72,23,45,32,12,8,19,3,5,4,3,9,1,"Yu, Albert",254
2019,Fall,2019-fa,STAT,107,Data Science Discovery,LEC,6,109,7,13,11,4,3,3,3,4,2,0,5,2,"Flanagan, Karle A",170
2019,Fall,2019-fa,STAT,200,Statistical Analysis,LCD,28,1,1,3,3,1,0,0,1,0,0,0,1,0,"Simpson, Douglas G",39
2019,Fall,2019-fa,STAT,200,Statistical Analysis,LCD,20,46,26,12,15,4,8,6,2,3,1,5,0,0,"Fireman, Ellen S",148
2019,Fall,2019-fa,STAT,200,Statistical Analysis,ONL,35,46,25,18,14,13,3,3,1,2,2,0,1,2,"Fireman, Ellen S",163
2019,Fall,2019-fa,STAT,200,Statistical Analysis,LCD,5,19,14,2,3,2,0,1,0,0,0,2,0,0,"Yu, Mengjia",48
2019,Fall,2019-fa,STAT,200,Statistical Analysis,LCD,9,7,7,7,6,3,1,2,0,1,0,1,0,0,"Chakrabarty, Sayan",44
2019,Fall,2019-fa,STAT,200,Statistical Analysis,LCD,2,14,8,3,3,4,0,0,3,0,0,0,0,0,"Liu, Ying",37
2019,Fall,2019-fa,STAT,200,Statistical Analysis,LCD,5,9,12,6,2,1,3,4,1,1,0,0,1,0,"Zhou, Ruixuan",45
2019,Fall,2019-fa,STAT,212,Biostatistics,LEC,47,61,34,16,13,9,6,4,0,0,0,1,1,0,"Findley, Kelly P",192
2019,Fall,2019-fa,STAT,212,Biostatistics,LEC,40,50,27,19,15,4,2,2,0,0,0,0,1,0,"Findley, Kelly P",160
2019,Fall,2019-fa,STAT,385,Statistics Programming Methods,LCD,33,25,9,1,8,0,2,0,0,0,0,0,0,0,"Kinson, Christopher L",78
2019,Fall,2019-fa,STAT,385,Statistics Programming Methods,LCD,32,13,10,4,10,1,1,2,0,0,1,0,1,1,"Eck, Daniel J",75
2019,Fall,2019-fa,STAT,400,Statistics and Probability I,LEC,4,66,19,21,20,9,14,12,7,5,3,2,4,3,"Ravat, Uma V",186
2019,Fall,2019-fa,STAT,400,Statistics and Probability I,LEC,7,86,15,17,21,12,3,4,4,5,3,4,7,0,"Ravat, Uma V",188
2019,Fall,2019-fa,STAT,400,Statistics and Probability I,LEC,3,46,18,27,10,11,5,6,4,1,5,10,7,1,"Lee, Hyoeun",153
2019,Fall,2019-fa,STAT,400,Statistics and Probability I,LEC,13,2,0,0,1,1,0,7,2,0,0,0,0,0,"Chatterjee, Sabyasachi",26
2019,Fall,2019-fa,STAT,409,Actuarial Statistics II,LEC,12,20,12,13,16,9,3,3,2,1,0,1,2,0,"Douglas, Jeffrey A",94
2019,Fall,2019-fa,STAT,410,Statistics and Probability II,LCD,22,6,5,3,7,3,2,6,3,2,3,7,2,0,"Douglas, Jeffrey A",71
2019,Fall,2019-fa,STAT,410,Statistics and Probability II,LCD,26,20,6,9,6,6,0,6,2,0,2,0,6,1,"Culpepper, Steven A",89
2019,Fall,2019-fa,STAT,410,Statistics and Probability II,LCD,31,17,6,9,3,4,3,4,1,0,1,1,7,1,"Culpepper, Steven A",87
2019,Fall,2019-fa,STAT,420,Methods of Applied Statistics,LCD,19,18,10,6,10,4,4,0,0,0,0,0,0,0,"Li, Xinran",71
